"phenomenon_time";"id_aq_legal_station";"c6h6";"co";"no";"no2";"o3";"nox"
"2019-05-30 14:00:00";37;NULL;"0.1";NULL;"11.87";"71.41";NULL
"2019-05-30 14:00:00";38;NULL;"0.22";NULL;"13.9";"61";NULL
"2019-05-30 14:00:00";39;NULL;"0.2";NULL;"12.1";"69.71";NULL
"2019-05-30 14:00:00";40;NULL;NULL;NULL;"13.9";"67.07";NULL
"2019-05-30 15:00:00";26;NULL;NULL;NULL;NULL;"43.19";NULL
"2019-05-30 15:00:00";29;NULL;"0.12";NULL;"16.31";"72.51";NULL
"2019-05-30 15:00:00";32;NULL;"0.14";NULL;"8.12";"80.83";NULL
"2019-05-30 15:00:00";36;NULL;"0.13";NULL;"13.65";"72.85";NULL
"2019-05-30 15:00:00";37;NULL;"0.1";NULL;"12.2";"75.35";NULL
"2019-05-30 15:00:00";38;NULL;"0.16";NULL;"13.36";"66.89";NULL
"2019-05-30 15:00:00";39;NULL;"0.2";NULL;"15.94";"71.66";NULL
"2019-05-30 15:00:00";40;NULL;NULL;NULL;"12.7";"69.32";NULL
"2019-05-30 16:00:00";26;NULL;NULL;NULL;NULL;"46.66";NULL
"2019-05-30 16:00:00";29;NULL;"0.11";NULL;"14.66";"78.45";NULL
"2019-05-30 16:00:00";32;NULL;"0.13";NULL;"7.91";"83.66";NULL
"2019-05-30 16:00:00";36;NULL;"0.11";NULL;"11.43";"78.48";NULL
"2019-05-30 16:00:00";37;NULL;"0.1";NULL;"12.82";"78.04";NULL
"2019-05-30 16:00:00";38;NULL;"0.12";NULL;"14.21";"67.2";NULL
"2019-05-30 16:00:00";39;NULL;"0.18";NULL;"16.62";"74.45";NULL
"2019-05-30 16:00:00";40;NULL;NULL;NULL;"11.62";"71.92";NULL
"2019-05-30 17:00:00";26;NULL;NULL;NULL;NULL;"50.07";NULL
"2019-05-30 17:00:00";29;NULL;"0.14";NULL;"16.54";"77.87";NULL
"2019-05-30 17:00:00";32;NULL;"0.14";NULL;"9.32";"88.32";NULL
"2019-05-30 17:00:00";36;NULL;"0.12";NULL;"10.07";"82.05";NULL
"2019-05-30 17:00:00";37;NULL;"0.1";NULL;"12.98";"81.63";NULL
"2019-05-30 17:00:00";38;NULL;"0.12";NULL;"20.34";"61.68";NULL
"2019-05-30 17:00:00";39;NULL;"0.16";NULL;"18.76";"73.34";NULL
"2019-05-30 17:00:00";40;NULL;NULL;NULL;"12.38";"75.55";NULL
"2019-05-30 18:00:00";26;NULL;NULL;NULL;NULL;"51.01";NULL
"2019-05-30 18:00:00";29;NULL;"0.13";NULL;"19.73";"75.77";NULL
"2019-05-30 18:00:00";32;NULL;"0.16";NULL;"10.46";"87.56";NULL
"2019-05-30 18:00:00";36;NULL;"0.12";NULL;"13.52";"80.47";NULL
"2019-05-30 18:00:00";37;NULL;"0.1";NULL;"14.92";"82.1";NULL
"2019-05-30 18:00:00";38;NULL;"0.13";NULL;"19.14";"63.25";NULL
"2019-05-30 18:00:00";39;NULL;"0.15";NULL;"18.16";"74.45";NULL
"2019-05-30 18:00:00";40;NULL;NULL;NULL;"14.1";"74.02";NULL
"2019-05-30 19:00:00";26;NULL;NULL;NULL;NULL;"51.88";NULL
"2019-05-30 19:00:00";29;NULL;"0.14";NULL;"21.61";"74.97";NULL
"2019-05-30 19:00:00";32;NULL;"0.19";NULL;"9.29";"92.62";NULL
"2019-05-30 19:00:00";36;NULL;"0.11";NULL;"11.11";"85.76";NULL
"2019-05-30 19:00:00";37;NULL;"0.1";NULL;"18.19";"79.61";NULL
"2019-05-30 19:00:00";38;NULL;"0.15";NULL;"27.55";"52.5";NULL
"2019-05-30 19:00:00";39;NULL;"0.19";NULL;"17.19";"79.55";NULL
"2019-05-30 19:00:00";40;NULL;NULL;NULL;"16.7";"73.72";NULL
"2019-05-30 20:00:00";26;NULL;NULL;NULL;NULL;"52.57";NULL
"2019-05-30 20:00:00";29;NULL;"0.17";NULL;"26.49";"71.28";NULL
"2019-05-30 20:00:00";32;NULL;"0.22";NULL;"11.4";"92.57";NULL
"2019-05-30 20:00:00";36;NULL;"0.12";NULL;"13.31";"86.64";NULL
"2019-05-30 20:00:00";37;NULL;"0.14";NULL;"33";"64.9";NULL
"2019-05-30 20:00:00";38;NULL;"0.18";NULL;"30.1";"48.76";NULL
"2019-05-30 20:00:00";39;NULL;"0.25";NULL;"21.87";"75.83";NULL
"2019-05-30 20:00:00";40;NULL;NULL;NULL;"19.9";"68.77";NULL
"2019-05-30 21:00:00";26;NULL;NULL;NULL;NULL;"44.69";NULL
"2019-05-30 21:00:00";29;NULL;"0.16";NULL;"23.01";"65.38";NULL
"2019-05-30 21:00:00";32;NULL;"0.24";NULL;"15.41";"74.7";NULL
"2019-05-30 21:00:00";36;NULL;"0.14";NULL;"21.26";"71.7";NULL
"2019-05-30 21:00:00";37;NULL;"0.19";NULL;"36.75";"53.98";NULL
"2019-05-30 21:00:00";38;NULL;"0.15";NULL;"26.24";"46.51";NULL
"2019-05-30 21:00:00";39;NULL;"0.24";NULL;"23.01";"64.97";NULL
"2019-05-30 21:00:00";40;NULL;NULL;NULL;"22.65";"56.53";NULL
"2019-05-30 22:00:00";26;NULL;NULL;NULL;NULL;"34.41";NULL
"2019-05-30 22:00:00";29;NULL;"0.14";NULL;"20.41";"55";NULL
"2019-05-30 22:00:00";32;NULL;"0.25";NULL;"19.95";"51.68";NULL
"2019-05-30 22:00:00";36;NULL;"0.13";NULL;"18.79";"61.98";NULL
"2019-05-30 22:00:00";37;NULL;"0.17";NULL;"27.67";"51.33";NULL
"2019-05-30 22:00:00";38;NULL;"0.13";NULL;"17.7";"49.4";NULL
"2019-05-30 22:00:00";39;NULL;"0.25";NULL;"19";"58.08";NULL
"2019-05-30 22:00:00";40;NULL;NULL;NULL;"30.05";"36.6";NULL
"2019-05-30 23:00:00";26;NULL;NULL;NULL;NULL;"29.48";NULL
"2019-05-30 23:00:00";29;NULL;"0.13";NULL;"15.13";"53.18";NULL
"2019-05-30 23:00:00";32;NULL;"0.21";NULL;"17.15";"47.75";NULL
"2019-05-30 23:00:00";36;NULL;"0.15";NULL;"16.34";"54.23";NULL
"2019-05-30 23:00:00";37;NULL;"0.18";NULL;"21.91";"48.94";NULL
"2019-05-30 23:00:00";38;NULL;"0.14";NULL;"14.63";"46.45";NULL
"2019-05-30 23:00:00";39;NULL;"0.26";NULL;"15.87";"51.4";NULL
"2019-05-30 23:00:00";40;NULL;NULL;NULL;"22.53";"38.6";NULL
"2019-05-31 00:00:00";29;NULL;"0.14";NULL;"11.34";"59.14";NULL
"2019-05-31 00:00:00";32;NULL;"0.16";NULL;"11.82";"51.8";NULL
"2019-05-31 00:00:00";36;NULL;"0.17";NULL;"12.37";"57.51";NULL
"2019-05-31 00:00:00";37;NULL;"0.17";NULL;"14.97";"54.12";NULL
"2019-05-31 00:00:00";38;NULL;"0.15";NULL;"10.53";"51.6";NULL
"2019-05-31 00:00:00";39;NULL;"0.27";NULL;"9.27";"54.74";NULL
"2019-05-31 00:00:00";40;NULL;NULL;NULL;"14.28";"46.15";NULL
"2019-05-31 01:00:00";29;NULL;"0.15";NULL;"9.63";"60.69";NULL
"2019-05-31 02:00:00";29;NULL;"0.11";NULL;"9.62";"58.4";NULL
"2019-05-31 03:00:00";29;NULL;"0.13";NULL;"11.98";"46.7";NULL
"2019-05-31 04:00:00";29;NULL;"0.12";NULL;"12.82";"41.28";NULL
"2019-05-31 05:00:00";29;NULL;"0.16";NULL;"20.77";"28";NULL
"2019-05-31 06:00:00";29;NULL;"0.15";NULL;"26.29";"27.22";NULL
"2019-05-31 01:00:00";32;NULL;"0.17";NULL;"11.04";"53.72";NULL
"2019-05-31 02:00:00";32;NULL;"0.16";NULL;"12.01";"47.77";NULL
"2019-05-31 03:00:00";32;NULL;"0.14";NULL;"8.66";"53.59";NULL
"2019-05-31 04:00:00";32;NULL;"0.1";NULL;"8.92";"50.15";NULL
"2019-05-31 05:00:00";32;NULL;"0.14";NULL;"18.14";"34.54";NULL
"2019-05-31 06:00:00";32;NULL;"0.14";NULL;"26.64";"20.14";NULL
"2019-05-31 01:00:00";36;NULL;"0.16";NULL;"10.91";"58.63";NULL
"2019-05-31 02:00:00";36;NULL;"0.16";NULL;"10.55";"57.25";NULL
"2019-05-31 03:00:00";36;NULL;"0.16";NULL;"11.19";"51.15";NULL
"2019-05-31 04:00:00";36;NULL;"0.16";NULL;"13.05";"43.34";NULL
"2019-05-31 05:00:00";36;NULL;"0.13";NULL;"12.16";"47.58";NULL
"2019-05-31 06:00:00";36;NULL;"0.15";NULL;"19.81";"34.34";NULL
"2019-05-31 01:00:00";37;NULL;"0.16";NULL;"14.21";"55.11";NULL
"2019-05-31 02:00:00";37;NULL;"0.14";NULL;"12.74";"53.21";NULL
"2019-05-31 03:00:00";37;NULL;"0.11";NULL;"13.21";"48.32";NULL
"2019-05-31 04:00:00";37;NULL;"0.12";NULL;"11.37";"48.27";NULL
"2019-05-31 05:00:00";37;NULL;"0.1";NULL;"16.14";"43.15";NULL
"2019-05-31 06:00:00";37;NULL;"0.1";NULL;"24.24";"36.99";NULL
"2019-05-31 01:00:00";38;NULL;"0.14";NULL;"9.77";"53.45";NULL
"2019-05-31 02:00:00";38;NULL;"0.13";NULL;"8.6";"52.45";NULL
"2019-05-31 03:00:00";38;NULL;"0.13";NULL;"10.34";"42.85";NULL
"2019-05-31 04:00:00";38;NULL;"0.13";NULL;"9.62";"44.02";NULL
"2019-05-31 05:00:00";38;NULL;"0.12";NULL;"10.69";"44.4";NULL
"2019-05-31 06:00:00";38;NULL;"0.13";NULL;"15.46";"36.64";NULL
"2019-05-31 01:00:00";39;NULL;"0.29";NULL;"8.87";"55.18";NULL
"2019-05-31 02:00:00";39;NULL;"0.27";NULL;"10.98";"49.75";NULL
"2019-05-31 03:00:00";39;NULL;"0.18";NULL;"10.78";"41.75";NULL
"2019-05-31 04:00:00";39;NULL;"0.11";NULL;"12.29";"37.18";NULL
"2019-05-31 05:00:00";39;NULL;"0.11";NULL;"20.42";"33";NULL
"2019-05-31 06:00:00";39;NULL;"0.11";NULL;"29.16";"26.85";NULL
"2019-05-31 01:00:00";40;NULL;NULL;NULL;"15.03";"45.25";NULL
"2019-05-31 02:00:00";40;NULL;NULL;NULL;"14.12";"42.15";NULL
"2019-05-31 03:00:00";40;NULL;NULL;NULL;"11.33";"45.4";NULL
"2019-05-31 04:00:00";40;NULL;NULL;NULL;"12.45";"45.57";NULL
"2019-05-31 05:00:00";40;NULL;NULL;NULL;"13.38";"45.73";NULL
"2019-05-31 06:00:00";40;NULL;NULL;NULL;"27.4";"22.8";NULL
"2019-05-31 07:00:00";29;NULL;"0.24";NULL;"37.24";"16.42";NULL
"2019-05-31 07:00:00";32;NULL;"0.18";NULL;"35.28";"11.92";NULL
"2019-05-31 07:00:00";36;NULL;"0.19";NULL;"30.13";"20.73";NULL
"2019-05-31 07:00:00";37;NULL;"0.15";NULL;"31.32";"29";NULL
"2019-05-31 07:00:00";38;NULL;"0.17";NULL;"16.88";"35.44";NULL
"2019-05-31 07:00:00";39;NULL;"0.18";NULL;"39.42";"19.86";NULL
"2019-05-31 07:00:00";40;NULL;NULL;NULL;"36.25";"16.27";NULL
"2019-05-31 08:00:00";29;NULL;"0.2";NULL;"29.28";"28.03";NULL
"2019-05-31 08:00:00";32;NULL;"0.16";NULL;"20.61";"25.35";NULL
"2019-05-31 08:00:00";36;NULL;"0.21";NULL;"39.32";"26.88";NULL
"2019-05-31 08:00:00";37;NULL;"0.16";NULL;"32.02";"25.56";NULL
"2019-05-31 08:00:00";38;NULL;"0.21";NULL;"23.3";"24.43";NULL
"2019-05-31 08:00:00";39;NULL;"0.18";NULL;"35.54";"26.7";NULL
"2019-05-31 08:00:00";40;NULL;NULL;NULL;"26.77";"27.75";NULL
"2019-05-31 09:00:00";29;NULL;"0.24";NULL;"28.58";"31.28";NULL
"2019-05-31 09:00:00";32;NULL;"0.14";NULL;"22.11";"32.07";NULL
"2019-05-31 09:00:00";36;NULL;"0.25";NULL;"43.54";"28.99";NULL
"2019-05-31 09:00:00";37;NULL;"0.17";NULL;"32.52";"29.81";NULL
"2019-05-31 09:00:00";38;NULL;"0.26";NULL;"26.31";"26.49";NULL
"2019-05-31 09:00:00";39;NULL;"0.18";NULL;"33.61";"32.9";NULL
"2019-05-31 09:00:00";40;NULL;NULL;NULL;"27.38";"27.28";NULL
"2019-05-31 10:00:00";26;NULL;NULL;NULL;NULL;"31.33";NULL
"2019-05-31 10:00:00";29;NULL;"0.21";NULL;"25.54";"41.75";NULL
"2019-05-31 10:00:00";32;NULL;"0.17";NULL;"21.98";"47.15";NULL
"2019-05-31 10:00:00";36;NULL;"0.21";NULL;"33.94";"45.41";NULL
"2019-05-31 10:00:00";37;NULL;"0.14";NULL;"32.33";"39.47";NULL
"2019-05-31 10:00:00";38;NULL;"0.25";NULL;"26.72";"30.51";NULL
"2019-05-31 10:00:00";39;NULL;"0.16";NULL;"27.46";"44.22";NULL
"2019-05-31 10:00:00";40;NULL;NULL;NULL;"24.05";"41.65";NULL
"2019-05-31 11:00:00";26;NULL;NULL;NULL;NULL;"56.76";NULL
"2019-05-31 11:00:00";29;NULL;"0.27";NULL;"21.97";"61.27";NULL
"2019-05-31 11:00:00";32;NULL;"0.16";NULL;"20.8";"75.05";NULL
"2019-05-31 11:00:00";36;NULL;"0.21";NULL;"30.8";"59.48";NULL
"2019-05-31 11:00:00";37;NULL;"0.1";NULL;"12.82";"76.29";NULL
"2019-05-31 11:00:00";38;NULL;"0.19";NULL;"16.99";"65.2";NULL
"2019-05-31 11:00:00";39;NULL;"0.2";NULL;"24.49";"66.17";NULL
"2019-05-31 11:00:00";40;NULL;NULL;NULL;"23.7";"61.83";NULL
"2019-05-31 12:00:00";26;NULL;NULL;NULL;NULL;"73.27";NULL
"2019-05-31 12:00:00";29;NULL;"0.21";NULL;"26.41";"74.88";NULL
"2019-05-31 12:00:00";32;NULL;"0.13";NULL;"17.51";"88.93";NULL
"2019-05-31 12:00:00";36;NULL;"0.18";NULL;"17.82";"84.93";NULL
"2019-05-31 12:00:00";37;NULL;"0.1";NULL;"10.11";"86.47";NULL
"2019-05-31 12:00:00";38;NULL;"0.17";NULL;"15.27";"76.63";NULL
"2019-05-31 12:00:00";39;NULL;"0.19";NULL;"22.75";"81.2";NULL
"2019-05-31 12:00:00";40;NULL;NULL;NULL;"20.25";"79.17";NULL
"2019-05-31 13:00:00";26;NULL;NULL;NULL;NULL;"84.94";NULL
"2019-05-31 13:00:00";29;NULL;"0.21";NULL;"26.44";"84.63";NULL
"2019-05-31 13:00:00";32;NULL;"0.12";NULL;"18.2";"95.7";NULL
"2019-05-31 13:00:00";36;NULL;"0.17";NULL;"19.67";"89.26";NULL
"2019-05-31 13:00:00";37;NULL;"0.1";NULL;"9.95";"94.55";NULL
"2019-05-31 13:00:00";38;NULL;"0.28";NULL;"25.45";"70.83";NULL
"2019-05-31 13:00:00";39;NULL;"0.18";NULL;"24.51";"83.92";NULL
"2019-05-31 13:00:00";40;NULL;NULL;NULL;"15.92";"88.7";NULL
"2019-05-31 14:00:00";26;NULL;NULL;NULL;NULL;"95";NULL
"2019-05-31 14:00:00";29;NULL;"0.2";NULL;"34.64";"79.26";NULL
"2019-05-31 14:00:00";32;NULL;"0.12";NULL;"16.08";"110.29";NULL
"2019-05-31 14:00:00";36;NULL;"0.19";NULL;"23.26";"90.31";NULL
"2019-05-31 14:00:00";37;NULL;"0.1";NULL;"9.98";"99.51";NULL
"2019-05-31 14:00:00";38;NULL;"0.2";NULL;"14.42";"89.7";NULL
"2019-05-31 14:00:00";39;NULL;"0.18";NULL;"24.72";"88.41";NULL
"2019-05-31 14:00:00";40;NULL;NULL;NULL;"15.47";"98.77";NULL
"2019-05-31 15:00:00";26;NULL;NULL;NULL;NULL;"46.92";NULL
"2019-05-31 15:00:00";29;NULL;"0.17";NULL;"34.39";"96.54";NULL
"2019-05-31 15:00:00";32;NULL;"0.14";NULL;"13.67";"119.46";NULL
"2019-05-31 15:00:00";36;NULL;"0.19";NULL;"22.55";"97.21";NULL
"2019-05-31 15:00:00";37;NULL;"0.1";NULL;"10.7";"111.6";NULL
"2019-05-31 15:00:00";38;NULL;"0.19";NULL;"17.81";"98";NULL
"2019-05-31 15:00:00";39;NULL;"0.18";NULL;"25.3";"105.03";NULL
"2019-05-31 15:00:00";40;NULL;NULL;NULL;"17.38";"105.3";NULL
"2019-05-31 16:00:00";26;NULL;NULL;NULL;NULL;"53.4";NULL
"2019-05-31 16:00:00";29;NULL;"0.17";NULL;"25.65";"107.5";NULL
"2019-05-31 16:00:00";32;NULL;"0.12";NULL;"14.67";"122.99";NULL
"2019-05-31 16:00:00";36;NULL;"0.14";NULL;"17.49";"102";NULL
"2019-05-31 16:00:00";37;NULL;"0.12";NULL;"10.11";"117.67";NULL
"2019-05-31 16:00:00";38;NULL;"0.13";NULL;"19.43";"97.97";NULL
"2019-05-31 16:00:00";39;NULL;"0.15";NULL;"29.85";"105.74";NULL
"2019-05-31 16:00:00";40;NULL;NULL;NULL;"16.12";"105.02";NULL
"2019-05-31 17:00:00";26;NULL;NULL;NULL;NULL;"50.68";NULL
"2019-05-31 17:00:00";29;NULL;"0.13";NULL;"27.99";"105.09";NULL
"2019-05-31 17:00:00";32;NULL;"0.14";NULL;"14.97";"117.72";NULL
"2019-05-31 17:00:00";36;NULL;"0.13";NULL;"22.99";"103.83";NULL
"2019-05-31 17:00:00";37;NULL;"0.1";NULL;"10.82";"120.61";NULL
"2019-05-31 17:00:00";38;NULL;"0.14";NULL;"28.12";"82.88";NULL
"2019-05-31 17:00:00";39;NULL;"0.14";NULL;"40.79";"98.44";NULL
"2019-05-31 17:00:00";40;NULL;NULL;NULL;"16.77";"109.32";NULL
"2019-05-31 18:00:00";26;NULL;NULL;NULL;NULL;"50.77";NULL
"2019-05-31 18:00:00";29;NULL;"0.15";NULL;"33.04";"94.3";NULL
"2019-05-31 18:00:00";32;NULL;"0.18";NULL;"14.57";"118.81";NULL
"2019-05-31 18:00:00";36;NULL;"0.12";NULL;"26.04";"97.47";NULL
"2019-05-31 18:00:00";37;NULL;"0.1";NULL;"11.44";"112.61";NULL
"2019-05-31 18:00:00";38;NULL;"0.11";NULL;"20.67";"90.3";NULL
"2019-05-31 18:00:00";39;NULL;"0.12";NULL;"37.6";"95.24";NULL
"2019-05-31 18:00:00";40;NULL;NULL;NULL;"15.65";"104.48";NULL
"2019-05-31 19:00:00";26;NULL;NULL;NULL;NULL;"43.79";NULL
"2019-05-31 19:00:00";29;NULL;"0.14";NULL;"30.94";"97.48";NULL
"2019-05-31 19:00:00";32;NULL;"0.19";NULL;"11.56";"120.02";NULL
"2019-05-31 19:00:00";36;NULL;"0.14";NULL;"32.65";"96.67";NULL
"2019-05-31 19:00:00";37;NULL;"0.1";NULL;"12.16";"115.05";NULL
"2019-05-31 19:00:00";38;NULL;"0.16";NULL;"29.83";"79.32";NULL
"2019-05-31 19:00:00";39;NULL;"0.13";NULL;"36.96";"95.68";NULL
"2019-05-31 19:00:00";40;NULL;NULL;NULL;"16.72";"107.28";NULL
"2019-05-31 20:00:00";26;NULL;NULL;NULL;NULL;"31.75";NULL
"2019-05-31 20:00:00";29;NULL;"0.19";NULL;"25.7";"92.63";NULL
"2019-05-31 20:00:00";32;NULL;"0.19";NULL;"11.92";"114.11";NULL
"2019-05-31 20:00:00";36;NULL;"0.16";NULL;"39.93";"84.48";NULL
"2019-05-31 20:00:00";37;NULL;"0.1";NULL;"13.38";"110.46";NULL
"2019-05-31 20:00:00";38;NULL;"0.2";NULL;"34.64";"69.47";NULL
"2019-05-31 20:00:00";39;NULL;"0.18";NULL;"47.61";"81.42";NULL
"2019-05-31 20:00:00";40;NULL;NULL;NULL;"16.78";"99.45";NULL
"2019-05-31 21:00:00";26;NULL;NULL;NULL;NULL;"20.72";NULL
"2019-05-31 21:00:00";29;NULL;"0.17";NULL;"36.35";"67.67";NULL
"2019-05-31 21:00:00";32;NULL;"0.17";NULL;"18.17";"95.91";NULL
"2019-05-31 21:00:00";36;NULL;"0.18";NULL;"46.51";"62.13";NULL
"2019-05-31 21:00:00";37;NULL;"0.12";NULL;"32.34";"85.91";NULL
"2019-05-31 21:00:00";38;NULL;"0.29";NULL;"37.63";"57.52";NULL
"2019-05-31 21:00:00";39;NULL;"0.28";NULL;"77.31";"44.2";NULL
"2019-05-31 21:00:00";40;NULL;NULL;NULL;"37.97";"64.8";NULL
"2019-05-31 22:00:00";26;NULL;NULL;NULL;NULL;"20.7";NULL
"2019-05-31 22:00:00";29;NULL;"0.46";NULL;"57.32";"27.16";NULL
"2019-05-31 22:00:00";32;NULL;"0.22";NULL;"32.93";"53.83";NULL
"2019-05-31 22:00:00";36;NULL;"0.23";NULL;"46.96";"49.05";NULL
"2019-05-31 22:00:00";37;NULL;"0.16";NULL;"39.29";"55.46";NULL
"2019-05-31 22:00:00";38;NULL;"0.36";NULL;"39.71";"37.05";NULL
"2019-05-31 22:00:00";39;NULL;"0.32";NULL;"72.46";"35.86";NULL
"2019-05-31 22:00:00";40;NULL;NULL;NULL;"48.38";"40.77";NULL
"2019-05-31 23:00:00";26;NULL;NULL;NULL;NULL;"28.38";NULL
"2019-05-31 23:00:00";29;NULL;"0.12";NULL;"14.45";"74.06";NULL
"2019-05-31 23:00:00";32;NULL;"0.17";NULL;"15.14";"65.39";NULL
"2019-05-31 23:00:00";36;NULL;"0.18";NULL;"24.86";"65.06";NULL
"2019-05-31 23:00:00";37;NULL;"0.1";NULL;"23.31";"60.95";NULL
"2019-05-31 23:00:00";38;NULL;"0.2";NULL;"20.36";"53.48";NULL
"2019-05-31 23:00:00";39;NULL;"0.21";NULL;"29.61";"56.66";NULL
"2019-05-31 23:00:00";40;NULL;NULL;NULL;"12.58";"67.12";NULL
"2019-06-01 00:00:00";26;NULL;NULL;NULL;NULL;"31.68";NULL
"2019-06-01 00:00:00";29;NULL;"0.11";NULL;"13.78";"70.27";NULL
"2019-06-01 00:00:00";32;NULL;"0.13";NULL;"9.11";"69.9";NULL
"2019-06-01 00:00:00";36;NULL;"0.18";NULL;"22.66";"62.75";NULL
"2019-06-01 00:00:00";37;NULL;"0.1";NULL;"14.93";"62.95";NULL
"2019-06-01 00:00:00";38;NULL;"0.18";NULL;"15.37";"55.42";NULL
"2019-06-01 00:00:00";39;NULL;"0.19";NULL;"23.35";"57.71";NULL
"2019-06-01 00:00:00";40;NULL;NULL;NULL;"9.4";"66.75";NULL
"2019-06-01 01:00:00";26;NULL;NULL;NULL;NULL;"29.92";NULL
"2019-06-01 01:00:00";29;NULL;"0.13";NULL;"15.55";"60.06";NULL
"2019-06-01 01:00:00";32;NULL;"0.11";NULL;"9.32";"62.51";NULL
"2019-06-01 01:00:00";36;NULL;"0.17";NULL;"21.65";"56.52";NULL
"2019-06-01 01:00:00";37;NULL;"0.1";NULL;"14.73";"59.06";NULL
"2019-06-01 01:00:00";38;NULL;"0.14";NULL;"14.18";"54.04";NULL
"2019-06-01 01:00:00";39;NULL;"0.18";NULL;"22.3";"54.44";NULL
"2019-06-01 01:00:00";40;NULL;NULL;NULL;"13.12";"58.07";NULL
"2019-06-01 02:00:00";26;NULL;NULL;NULL;NULL;"24.84";NULL
"2019-06-01 02:00:00";29;NULL;"0.12";NULL;"19.26";"49.82";NULL
"2019-06-01 02:00:00";32;NULL;"0.12";NULL;"14.36";"44.95";NULL
"2019-06-01 02:00:00";36;NULL;"0.16";NULL;"24.36";"50.23";NULL
"2019-06-01 02:00:00";37;NULL;"0.1";NULL;"16.47";"53.43";NULL
"2019-06-01 02:00:00";38;NULL;"0.13";NULL;"14.36";"47.78";NULL
"2019-06-01 02:00:00";39;NULL;"0.17";NULL;"19.37";"50.43";NULL
"2019-06-01 02:00:00";40;NULL;NULL;NULL;"15.78";"47.25";NULL
"2019-06-01 03:00:00";26;NULL;NULL;NULL;NULL;"21.38";NULL
"2019-06-01 03:00:00";29;NULL;"0.13";NULL;"17.14";"41.95";NULL
"2019-06-01 03:00:00";32;NULL;"0.17";NULL;"11.95";"45.15";NULL
"2019-06-01 03:00:00";36;NULL;"0.15";NULL;"19.14";"51.23";NULL
"2019-06-01 03:00:00";37;NULL;"0.1";NULL;"17.23";"44.3";NULL
"2019-06-01 03:00:00";38;NULL;"0.13";NULL;"12.28";"41.13";NULL
"2019-06-01 03:00:00";39;NULL;"0.18";NULL;"17.23";"38.7";NULL
"2019-06-01 03:00:00";40;NULL;NULL;NULL;"13.83";"42.35";NULL
"2019-06-01 04:00:00";26;NULL;NULL;NULL;NULL;"26.08";NULL
"2019-06-01 04:00:00";29;NULL;"0.12";NULL;"16.46";"45.99";NULL
"2019-06-01 04:00:00";32;NULL;"0.25";NULL;"8.84";"54.74";NULL
"2019-06-01 04:00:00";36;NULL;"0.13";NULL;"16.71";"50.09";NULL
"2019-06-01 04:00:00";37;NULL;"0.1";NULL;"13.84";"46.32";NULL
"2019-06-01 04:00:00";38;NULL;"0.14";NULL;"10.82";"48.55";NULL
"2019-06-01 04:00:00";39;NULL;"0.16";NULL;"15.56";"44.5";NULL
"2019-06-01 04:00:00";40;NULL;NULL;NULL;"13.23";"47.17";NULL
"2019-06-01 05:00:00";26;NULL;NULL;NULL;NULL;"23.8";NULL
"2019-06-01 05:00:00";29;NULL;"0.11";NULL;"11.93";"57.7";NULL
"2019-06-01 05:00:00";32;NULL;"0.14";NULL;"11.68";"46.4";NULL
"2019-06-01 05:00:00";36;NULL;"0.13";NULL;"14.2";"42.15";NULL
"2019-06-01 05:00:00";37;NULL;"0.11";NULL;"21.89";"27.11";NULL
"2019-06-01 05:00:00";38;NULL;"0.11";NULL;"12.11";"45.74";NULL
"2019-06-01 05:00:00";39;NULL;"0.16";NULL;"14.48";"47.88";NULL
"2019-06-01 05:00:00";40;NULL;NULL;NULL;"16.15";"42.55";NULL
"2019-06-01 06:00:00";26;NULL;NULL;NULL;NULL;"20.27";NULL
"2019-06-01 06:00:00";29;NULL;"0.11";NULL;"13.21";"55.43";NULL
"2019-06-01 06:00:00";32;NULL;"0.13";NULL;"21.24";"30.2";NULL
"2019-06-01 06:00:00";36;NULL;"0.13";NULL;"14.84";"38.79";NULL
"2019-06-01 06:00:00";37;NULL;"0.12";NULL;"22.18";"31.7";NULL
"2019-06-01 06:00:00";38;NULL;"0.11";NULL;"11.75";"47.99";NULL
"2019-06-01 06:00:00";39;NULL;"0.18";NULL;"23.14";"36.37";NULL
"2019-06-01 06:00:00";40;NULL;NULL;NULL;"28.38";"21.98";NULL
"2019-06-01 07:00:00";26;NULL;NULL;NULL;NULL;"18.12";NULL
"2019-06-01 07:00:00";29;NULL;"0.13";NULL;"15.48";"50.68";NULL
"2019-06-01 07:00:00";32;NULL;"0.1";NULL;"18.32";"29.1";NULL
"2019-06-01 07:00:00";36;NULL;"0.14";NULL;"17.83";"31.37";NULL
"2019-06-01 07:00:00";37;NULL;"0.11";NULL;"21.64";"32.12";NULL
"2019-06-01 07:00:00";38;NULL;"0.12";NULL;"14.85";"37.72";NULL
"2019-06-01 07:00:00";39;NULL;"0.18";NULL;"25.4";"33.79";NULL
"2019-06-01 07:00:00";40;NULL;NULL;NULL;"27.72";"23.8";NULL
"2019-06-01 08:00:00";26;NULL;NULL;NULL;NULL;"19.86";NULL
"2019-06-01 08:00:00";29;NULL;"0.16";NULL;"22.08";"39.28";NULL
"2019-06-01 08:00:00";32;NULL;"0.16";NULL;"12.42";"44.69";NULL
"2019-06-01 08:00:00";36;NULL;"0.15";NULL;"23.84";"44.92";NULL
"2019-06-01 08:00:00";37;NULL;"0.13";NULL;"20.15";"40.12";NULL
