"phenomenon_time";"id_aq_legal_station";"c6h6";"co";"no";"no2";"o3";"nox"
"2019-08-29 06:00:00";40;NULL;NULL;NULL;"22.75";"32.23";NULL
"2019-08-29 07:00:00";26;NULL;"0.17";NULL;"20.75";"35.05";NULL
"2019-08-29 07:00:00";29;NULL;"0.39";NULL;"15.6";"26.41";NULL
"2019-08-29 07:00:00";32;NULL;"0.13";NULL;"14.93";"26.18";NULL
"2019-08-29 07:00:00";36;NULL;"0.29";NULL;"34.39";"22.23";NULL
"2019-08-29 07:00:00";37;NULL;"0.2";NULL;"33.5";"12.87";NULL
"2019-08-29 07:00:00";39;NULL;"0.31";NULL;"18.96";"16.95";NULL
"2019-08-29 07:00:00";40;NULL;NULL;NULL;"33.62";"21.05";NULL
"2019-08-29 08:00:00";26;NULL;"0.21";NULL;"24.95";"32.21";NULL
"2019-08-29 08:00:00";29;NULL;"0.46";NULL;"18.91";"13.04";NULL
"2019-08-29 08:00:00";32;NULL;"0.14";NULL;"16.35";"22.55";NULL
"2019-08-29 08:00:00";36;NULL;"0.31";NULL;"45.02";"13.79";NULL
"2019-08-29 08:00:00";37;NULL;"0.29";NULL;"40.63";"8.9";NULL
"2019-08-29 08:00:00";39;NULL;"0.36";NULL;"20.92";"10.55";NULL
"2019-08-29 08:00:00";40;NULL;NULL;NULL;"45.85";"8.25";NULL
"2019-08-29 09:00:00";26;NULL;"0.21";NULL;"28.58";"33.18";NULL
"2019-08-29 09:00:00";29;NULL;"0.42";NULL;"16.06";"32.42";NULL
"2019-08-29 09:00:00";32;NULL;"0.18";NULL;"14.95";"31.85";NULL
"2019-08-29 09:00:00";36;NULL;"0.28";NULL;"44.21";"25.44";NULL
"2019-08-29 09:00:00";37;NULL;"0.32";NULL;"35.61";"17.54";NULL
"2019-08-29 09:00:00";39;NULL;"0.32";NULL;"17.6";"23.94";NULL
"2019-08-29 09:00:00";40;NULL;NULL;NULL;"39.98";"16.75";NULL
"2019-08-29 10:00:00";26;NULL;"0.21";NULL;"21.77";"48.22";NULL
"2019-08-29 10:00:00";29;NULL;"0.37";NULL;"11.02";"59.2";NULL
"2019-08-29 10:00:00";32;NULL;"0.15";NULL;"10.27";"53.07";NULL
"2019-08-29 10:00:00";36;NULL;"0.25";NULL;"24";"48.82";NULL
"2019-08-29 10:00:00";37;NULL;"0.23";NULL;"24.4";"48.07";NULL
"2019-08-29 10:00:00";39;NULL;"0.27";NULL;"11.39";"52.69";NULL
"2019-08-29 10:00:00";40;NULL;NULL;NULL;"31.92";"33.03";NULL
"2019-08-29 11:00:00";26;NULL;"0.24";NULL;"19.08";"64.15";NULL
"2019-08-29 11:00:00";29;NULL;"0.37";NULL;"11.5";"76.54";NULL
"2019-08-29 11:00:00";32;NULL;"0.16";NULL;"10.7";"67.55";NULL
"2019-08-29 11:00:00";36;NULL;"0.26";NULL;"26.38";"64.2";NULL
"2019-08-29 11:00:00";37;NULL;"0.21";NULL;"17.72";"75.33";NULL
"2019-08-29 11:00:00";39;NULL;"0.27";NULL;"9.14";"73.64";NULL
"2019-08-29 11:00:00";40;NULL;NULL;NULL;"27.4";"49.52";NULL
"2019-08-29 12:00:00";26;NULL;"0.23";NULL;"20.1";"80.92";NULL
"2019-08-29 12:00:00";29;NULL;"0.37";NULL;"11.85";"90.29";NULL
"2019-08-29 12:00:00";32;NULL;"0.14";NULL;"11.92";"87.97";NULL
"2019-08-29 12:00:00";36;NULL;"0.29";NULL;"30.59";"77.34";NULL
"2019-08-29 12:00:00";37;NULL;"0.18";NULL;"18.71";"89.49";NULL
"2019-08-29 12:00:00";39;NULL;"0.25";NULL;"9.44";"86.21";NULL
"2019-08-29 12:00:00";40;NULL;NULL;NULL;"20.88";"73.43";NULL
"2019-08-29 13:00:00";26;NULL;"0.22";NULL;"19.59";"106.82";NULL
"2019-08-29 13:00:00";29;NULL;"0.34";NULL;"12.63";"108.41";NULL
"2019-08-29 13:00:00";32;NULL;"0.15";NULL;"14.93";"105.3";NULL
"2019-08-29 13:00:00";36;NULL;"0.29";NULL;"34.36";"92.74";NULL
"2019-08-29 13:00:00";37;NULL;"0.17";NULL;"18.41";"106.67";NULL
"2019-08-29 13:00:00";39;NULL;"0.26";NULL;"12.18";"102.09";NULL
"2019-08-29 13:00:00";40;NULL;NULL;NULL;"21.12";"98.42";NULL
"2019-08-29 14:00:00";26;NULL;"0.24";NULL;"41.66";"108.86";NULL
"2019-08-29 14:00:00";29;NULL;"0.42";NULL;"23.3";"109.33";NULL
"2019-08-29 14:00:00";32;NULL;"0.13";NULL;"10.8";"136.45";NULL
"2019-08-29 14:00:00";36;NULL;"0.27";NULL;"32.26";"106.53";NULL
"2019-08-29 14:00:00";37;NULL;"0.1";NULL;"12.75";"124.49";NULL
"2019-08-29 14:00:00";39;NULL;"0.23";NULL;"12.38";"121.31";NULL
"2019-08-29 14:00:00";40;NULL;NULL;NULL;"23.95";"109.82";NULL
"2019-08-29 15:00:00";26;NULL;"0.2";NULL;"33.03";"107.63";NULL
"2019-08-29 15:00:00";29;NULL;"0.3";NULL;"15.09";"126.55";NULL
"2019-08-29 15:00:00";32;NULL;"0.11";NULL;"10.45";"137.72";NULL
"2019-08-29 15:00:00";36;NULL;"0.26";NULL;"31.38";"107.3";NULL
"2019-08-29 15:00:00";37;NULL;"0.1";NULL;"9.24";"122.6";NULL
"2019-08-29 03:00:00";38;NULL;"0.11";"7.04";"17.49";"44.26";NULL
"2019-08-29 04:00:00";38;NULL;"0.14";"7.55";"13.89";"44.54";NULL
"2019-08-29 05:00:00";38;NULL;"0.16";"7.68";"14.93";"43.05";NULL
"2019-08-29 07:00:00";38;NULL;"0.15";"6.89";"22.4";"29.45";NULL
"2019-08-29 08:00:00";38;NULL;"0.23";"11.38";"30.15";"20.33";NULL
"2019-08-29 09:00:00";38;NULL;"0.27";"13.88";"30.34";"25.33";NULL
"2019-08-29 10:00:00";38;NULL;"0.21";"11.67";"24.34";"43.16";NULL
"2019-08-29 11:00:00";38;NULL;"0.2";"11.89";"24.74";"61.84";NULL
"2019-08-29 13:00:00";38;NULL;"0.17";"11.4";"22.98";"99.45";NULL
"2019-08-29 14:00:00";38;NULL;"0.14";"15.01";"24.61";"116.22";NULL
"2019-08-29 15:00:00";38;NULL;"0.11";"19.04";"16.02";"115.16";NULL
"2019-08-29 01:00:00";38;NULL;"0.11";"8.7";"19.05";"51.42";NULL
"2019-08-29 02:00:00";38;NULL;"0.11";"20.76";"22.17";"41.68";NULL
"2019-08-29 15:00:00";39;NULL;"0.18";NULL;"11.6";"118.28";NULL
"2019-08-29 15:00:00";40;NULL;NULL;NULL;"14.38";"116.27";NULL
"2019-08-29 16:00:00";26;NULL;"0.15";NULL;"24.11";"115.18";NULL
"2019-08-29 16:00:00";29;NULL;"0.27";NULL;"15.79";"127.68";NULL
"2019-08-29 16:00:00";32;NULL;"0.11";NULL;"10.8";"129.5";NULL
"2019-08-29 16:00:00";36;NULL;"0.23";NULL;"33.16";"110.82";NULL
"2019-08-29 16:00:00";37;NULL;"0.1";NULL;"10.59";"123.13";NULL
"2019-08-29 16:00:00";39;NULL;"0.19";NULL;"12.47";"116.75";NULL
"2019-08-29 16:00:00";40;NULL;NULL;NULL;"13.7";"114.55";NULL
"2019-08-29 17:00:00";26;NULL;"0.18";NULL;"31.12";"108.99";NULL
"2019-08-29 17:00:00";29;NULL;"0.28";NULL;"17.27";"125.67";NULL
"2019-08-29 17:00:00";32;NULL;"0.11";NULL;"10.58";"135.82";NULL
"2019-08-29 17:00:00";36;NULL;"0.24";NULL;"55.1";"102.89";NULL
"2019-08-29 17:00:00";37;NULL;"0.1";NULL;"11.09";"125.38";NULL
"2019-08-29 17:00:00";39;NULL;"0.18";NULL;"14.5";"116.26";NULL
"2019-08-29 17:00:00";40;NULL;NULL;NULL;"15.27";"115.3";NULL
"2019-08-29 18:00:00";26;NULL;"0.22";NULL;"48.16";"101.7";NULL
"2019-08-29 18:00:00";29;NULL;"0.29";NULL;"15.46";"141.57";NULL
"2019-08-29 18:00:00";32;NULL;"0.11";NULL;"10.83";"141.57";NULL
"2019-08-29 18:00:00";36;NULL;"0.23";NULL;"55.33";"109.06";NULL
"2019-08-29 18:00:00";37;NULL;"0.1";NULL;"16.87";"117.65";NULL
"2019-08-29 18:00:00";39;NULL;"0.2";NULL;"18.65";"114.49";NULL
"2019-08-29 18:00:00";40;NULL;NULL;NULL;"16.15";"119.62";NULL
"2019-08-29 19:00:00";26;NULL;"0.25";NULL;"68.14";"75.65";NULL
"2019-08-29 19:00:00";29;NULL;"0.29";NULL;"18.09";"122.21";NULL
"2019-08-29 19:00:00";36;NULL;"0.27";NULL;"67.2";"93.28";NULL
"2019-08-29 19:00:00";37;NULL;"0.1";NULL;"17.27";"118.69";NULL
"2019-08-29 19:00:00";39;NULL;"0.22";NULL;"23.32";"98.93";NULL
"2019-08-29 19:00:00";40;NULL;NULL;NULL;"15.78";"113.52";NULL
"2019-08-29 20:00:00";26;NULL;"0.24";NULL;"64.06";"60.83";NULL
"2019-08-29 20:00:00";29;NULL;"0.24";NULL;"21.92";"92.65";NULL
"2019-08-29 20:00:00";36;NULL;"0.25";NULL;"55.76";"79.97";NULL
"2019-08-29 20:00:00";37;NULL;"0.13";NULL;"48.21";"73.86";NULL
"2019-08-29 20:00:00";39;NULL;"0.27";NULL;"24.89";"83.03";NULL
"2019-08-29 20:00:00";40;NULL;NULL;NULL;"32.8";"84.98";NULL
"2019-08-29 21:00:00";26;NULL;"0.36";NULL;"103.93";"19.93";NULL
"2019-08-29 21:00:00";29;NULL;"0.57";NULL;"47.89";"21.94";NULL
"2019-08-29 21:00:00";36;NULL;"0.27";NULL;"64.53";"58.28";NULL
"2019-08-29 21:00:00";37;NULL;"0.28";NULL;"91.4";"21.62";NULL
"2019-08-29 21:00:00";39;NULL;"0.56";NULL;"53.32";"25.99";NULL
"2019-08-29 21:00:00";40;NULL;NULL;NULL;"105.4";"18.28";NULL
"2019-08-29 22:00:00";26;NULL;"0.34";NULL;"86.47";"17.52";NULL
"2019-08-29 22:00:00";29;NULL;"0.48";NULL;"40.52";"31.55";NULL
"2019-08-29 22:00:00";36;NULL;"0.31";NULL;"80.32";"45.34";NULL
"2019-08-29 22:00:00";37;NULL;"0.2";NULL;"46.33";"50.05";NULL
"2019-08-29 22:00:00";39;NULL;"0.46";NULL;"39.55";"32.5";NULL
"2019-08-29 22:00:00";40;NULL;NULL;NULL;"82.4";"20.47";NULL
"2019-08-29 23:00:00";26;NULL;"0.24";NULL;"56.45";"39.29";NULL
"2019-08-29 23:00:00";29;NULL;"0.38";NULL;"31.42";"38.05";NULL
"2019-08-29 23:00:00";36;NULL;"0.32";NULL;"70.98";"36.41";NULL
"2019-08-29 23:00:00";37;NULL;"0.17";NULL;"39.66";"44.84";NULL
"2019-08-29 23:00:00";39;NULL;"0.34";NULL;"28.24";"40.64";NULL
"2019-08-29 23:00:00";40;NULL;NULL;NULL;"51.43";"41.15";NULL
"2019-08-30 00:00:00";26;NULL;"0.2";NULL;"41.33";"46.1";NULL
"2019-08-30 00:00:00";29;NULL;"0.3";NULL;"20.22";"54.87";NULL
"2019-08-30 00:00:00";36;NULL;"0.24";NULL;"37.7";"50.41";NULL
"2019-08-30 00:00:00";37;NULL;"0.16";NULL;"31.35";"55.46";NULL
"2019-08-30 00:00:00";39;NULL;"0.25";NULL;"14.48";"61.52";NULL
"2019-08-30 00:00:00";40;NULL;NULL;NULL;"30.27";"53.55";NULL
"2019-08-30 01:00:00";26;NULL;"0.19";NULL;"31.93";"47.31";NULL
"2019-08-30 01:00:00";29;NULL;"0.28";NULL;"17.46";"53.2";NULL
"2019-08-30 01:00:00";32;NULL;"0.3";NULL;"18.65";"36.63";NULL
"2019-08-30 01:00:00";36;NULL;"0.22";NULL;"33.61";"43.98";NULL
"2019-08-30 01:00:00";37;NULL;"0.14";NULL;"17.82";"62.82";NULL
"2019-08-30 01:00:00";39;NULL;"0.25";NULL;"10.44";"63.57";NULL
"2019-08-30 01:00:00";40;NULL;NULL;NULL;"34.83";"41.62";NULL
"2019-08-30 02:00:00";26;NULL;"0.19";NULL;"24.63";"41.99";NULL
"2019-08-30 02:00:00";29;NULL;"0.26";NULL;"12.85";"60.77";NULL
"2019-08-30 02:00:00";32;NULL;"0.3";NULL;"13.27";"44.37";NULL
"2019-08-30 02:00:00";36;NULL;"0.23";NULL;"35.66";"42.19";NULL
"2019-08-30 02:00:00";37;NULL;"0.17";NULL;"21.22";"48.57";NULL
"2019-08-30 02:00:00";39;NULL;"0.24";NULL;"10.88";"51.35";NULL
"2019-08-30 02:00:00";40;NULL;NULL;NULL;"23.03";"44.15";NULL
"2019-08-30 03:00:00";26;NULL;"0.15";NULL;"18.83";"41.34";NULL
"2019-08-30 03:00:00";29;NULL;"0.25";NULL;"12.18";"52.85";NULL
"2019-08-30 03:00:00";32;NULL;"0.21";NULL;"10.97";"41.68";NULL
"2019-08-30 03:00:00";36;NULL;"0.17";NULL;"25.71";"46.57";NULL
"2019-08-30 03:00:00";37;NULL;"0.16";NULL;"15.59";"48.22";NULL
"2019-08-30 03:00:00";39;NULL;"0.18";NULL;"8.69";"48.51";NULL
"2019-08-30 03:00:00";40;NULL;NULL;NULL;"19.8";"39.62";NULL
"2019-08-30 04:00:00";26;NULL;"0.12";NULL;"12.16";"50";NULL
"2019-08-30 04:00:00";29;NULL;"0.24";NULL;"9.69";"54.61";NULL
"2019-08-30 04:00:00";32;NULL;"0.14";NULL;"8.18";"51.6";NULL
"2019-08-30 04:00:00";36;NULL;"0.18";NULL;"21.18";"42.66";NULL
"2019-08-30 04:00:00";37;NULL;"0.17";NULL;"15.68";"43.15";NULL
"2019-08-30 04:00:00";39;NULL;"0.18";NULL;"6.54";"53.05";NULL
"2019-08-30 04:00:00";40;NULL;NULL;NULL;"14.93";"46.18";NULL
"2019-08-30 05:00:00";26;NULL;"0.15";NULL;"17.38";"43.21";NULL
"2019-08-30 05:00:00";29;NULL;"0.31";NULL;"11.85";"40.34";NULL
"2019-08-30 05:00:00";32;NULL;"0.11";NULL;"11.1";"42.78";NULL
"2019-08-30 05:00:00";36;NULL;"0.2";NULL;"20.38";"38.49";NULL
"2019-08-30 05:00:00";37;NULL;"0.2";NULL;"33.34";"19.97";NULL
"2019-08-30 05:00:00";39;NULL;"0.24";NULL;"9.18";"42.08";NULL
"2019-08-30 05:00:00";40;NULL;NULL;NULL;"24.2";"31.1";NULL
"2019-08-30 06:00:00";26;NULL;"0.19";NULL;"19.91";"37.38";NULL
"2019-08-30 06:00:00";29;NULL;"0.37";NULL;"17.49";"26.95";NULL
"2019-08-30 06:00:00";32;NULL;"0.13";NULL;"14.47";"33.68";NULL
"2019-08-30 06:00:00";36;NULL;"0.2";NULL;"28.89";"28.83";NULL
"2019-08-30 06:00:00";37;NULL;"0.24";NULL;"22.55";"39.01";NULL
"2019-08-30 06:00:00";39;NULL;"0.26";NULL;"10.35";"39.7";NULL
"2019-08-30 06:00:00";40;NULL;NULL;NULL;"37.05";"16.78";NULL
"2019-08-30 07:00:00";26;NULL;"0.2";NULL;"27.57";"33.62";NULL
"2019-08-30 07:00:00";29;NULL;"0.45";NULL;"23.08";"20.22";NULL
"2019-08-30 07:00:00";36;NULL;"0.27";NULL;"48.42";"15.82";NULL
"2019-08-30 07:00:00";37;NULL;"0.27";NULL;"28.89";"33.32";NULL
"2019-08-30 07:00:00";39;NULL;"0.27";NULL;"12.04";"40.05";NULL
"2019-08-29 20:00:00";38;NULL;"0.16";"25.84";"49.68";"64.29";NULL
"2019-08-29 21:00:00";38;NULL;"0.33";"28.58";"88.23";"21.58";NULL
"2019-08-29 22:00:00";38;NULL;"0.25";"46.33";"70.86";"23.43";NULL
"2019-08-30 00:00:00";38;NULL;"0.11";"17.68";"23.95";"59.12";NULL
"2019-08-30 01:00:00";38;NULL;"0.1";"15.44";"17.8";"60.45";NULL
"2019-08-30 02:00:00";38;NULL;"0.11";"13.58";"19.6";"48.64";NULL
"2019-08-30 03:00:00";38;NULL;"0.12";"10.18";"14.5";"49.02";NULL
"2019-08-30 04:00:00";38;NULL;"0.14";"9.32";"14.27";"47.04";NULL
"2019-08-30 06:00:00";38;NULL;"0.21";"8.65";"20.99";"34.98";NULL
"2019-08-30 07:00:00";38;NULL;"0.24";"8.46";"26.43";"31.65";NULL
"2019-08-29 18:00:00";38;NULL;"0.1";"23.95";"28.4";"106.88";NULL
"2019-08-29 19:00:00";38;NULL;"0.11";"23.95";"37.25";"95.29";NULL
"2019-08-30 07:00:00";40;NULL;NULL;NULL;"49.22";"8.8";NULL
"2019-08-30 08:00:00";26;NULL;"0.21";NULL;"34.7";"30.74";NULL
"2019-08-30 08:00:00";29;NULL;"0.43";NULL;"21.15";"27.48";NULL
"2019-08-30 08:00:00";36;NULL;"0.24";NULL;"44.51";"15.86";NULL
"2019-08-30 08:00:00";37;NULL;"0.31";NULL;"39.58";"18.52";NULL
"2019-08-30 08:00:00";39;NULL;"0.35";NULL;"20.78";"23.25";NULL
"2019-08-30 08:00:00";40;NULL;NULL;NULL;"51.03";"10.18";NULL
"2019-08-30 09:00:00";26;NULL;"0.19";NULL;"22.25";"43.96";NULL
"2019-08-30 09:00:00";29;NULL;"0.39";NULL;"13.9";"45.56";NULL
"2019-08-30 09:00:00";36;NULL;"0.25";NULL;"37.53";"33.68";NULL
"2019-08-30 09:00:00";37;NULL;"0.37";NULL;"27.15";"40.63";NULL
"2019-08-30 09:00:00";39;NULL;"0.28";NULL;"12.41";"43.33";NULL
"2019-08-30 09:00:00";40;NULL;NULL;NULL;"36.15";"26.12";NULL
"2019-08-30 10:00:00";26;NULL;"0.18";NULL;"18.06";"53.6";NULL
"2019-08-30 10:00:00";29;NULL;"0.35";NULL;"12.3";"55.28";NULL
"2019-08-30 10:00:00";36;NULL;"0.23";NULL;"26.55";"51.03";NULL
"2019-08-30 10:00:00";37;NULL;"0.45";NULL;"24.55";"47.93";NULL
"2019-08-30 10:00:00";39;NULL;"0.28";NULL;"13.98";"46.01";NULL
"2019-08-30 10:00:00";40;NULL;NULL;NULL;"24.9";"40.22";NULL
"2019-08-30 11:00:00";26;NULL;"0.17";NULL;"17.16";"70.95";NULL
"2019-08-30 11:00:00";29;NULL;"0.35";NULL;"15.84";"66.31";NULL
"2019-08-30 11:00:00";36;NULL;"0.25";NULL;"38.79";"57.58";NULL
"2019-08-30 11:00:00";37;NULL;"0.27";NULL;"23.95";"65.42";NULL
"2019-08-30 11:00:00";39;NULL;"0.31";NULL;"11.54";"68.04";NULL
"2019-08-30 11:00:00";40;NULL;NULL;NULL;"24.6";"54.48";NULL
"2019-08-30 12:00:00";26;NULL;"0.19";NULL;"35.09";"77.28";NULL
"2019-08-30 12:00:00";29;NULL;"0.37";NULL;"19.21";"85.41";NULL
"2019-08-30 12:00:00";36;NULL;"0.28";NULL;"43.23";"70.66";NULL
"2019-08-30 12:00:00";37;NULL;"0.15";NULL;"17.44";"91.82";NULL
"2019-08-30 12:00:00";39;NULL;"0.24";NULL;"13.3";"88.07";NULL
"2019-08-30 12:00:00";40;NULL;NULL;NULL;"27.4";"69.27";NULL
"2019-08-30 13:00:00";26;NULL;"0.23";NULL;"43.62";"87.74";NULL
"2019-08-30 13:00:00";29;NULL;"0.43";NULL;"18.71";"103.67";NULL
"2019-08-30 13:00:00";36;NULL;"0.25";NULL;"38.93";"90.39";NULL
"2019-08-30 13:00:00";37;NULL;"0.1";NULL;"10.96";"113.44";NULL
"2019-08-30 13:00:00";39;NULL;"0.22";NULL;"14.66";"103.07";NULL
"2019-08-30 13:00:00";40;NULL;NULL;NULL;"21.55";"94.28";NULL
"2019-08-30 14:00:00";26;NULL;"0.19";NULL;"39.34";"99.16";NULL
"2019-08-30 14:00:00";29;NULL;"0.37";NULL;"23.28";"103.39";NULL
"2019-08-30 14:00:00";36;NULL;"0.23";NULL;"30.46";"101.91";NULL
"2019-08-30 14:00:00";37;NULL;"0.1";NULL;"10.49";"117.93";NULL
"2019-08-30 14:00:00";39;NULL;"0.2";NULL;"13.74";"107.82";NULL
"2019-08-30 14:00:00";40;NULL;NULL;NULL;"14.5";"106.3";NULL
"2019-08-30 15:00:00";26;NULL;"0.19";NULL;"43.05";"93.17";NULL
"2019-08-30 15:00:00";29;NULL;"0.3";NULL;"18.8";"111.38";NULL
"2019-08-30 15:00:00";36;NULL;"0.24";NULL;"40.47";"96.81";NULL
"2019-08-30 15:00:00";37;NULL;"0.1";NULL;"9.34";"118.44";NULL
"2019-08-30 15:00:00";39;NULL;"0.16";NULL;"12.75";"106.79";NULL
"2019-08-30 15:00:00";40;NULL;NULL;NULL;"14.58";"104.7";NULL
"2019-08-30 16:00:00";26;NULL;"0.13";NULL;"32.91";"106.67";NULL
"2019-08-30 16:00:00";29;NULL;"0.26";NULL;"18.22";"109.02";NULL
"2019-08-30 16:00:00";36;NULL;"0.2";NULL;"37.8";"103.46";NULL
"2019-08-30 16:00:00";37;NULL;"0.1";NULL;"9.73";"125.03";NULL
"2019-08-30 16:00:00";39;NULL;"0.14";NULL;"11.19";"112.09";NULL
"2019-08-30 16:00:00";40;NULL;NULL;NULL;"13.45";"112.58";NULL
"2019-08-30 17:00:00";26;NULL;"0.14";NULL;"39.52";"104.36";NULL
"2019-08-30 17:00:00";29;NULL;"0.26";NULL;"19.37";"111.05";NULL
"2019-08-30 17:00:00";36;NULL;"0.15";NULL;"34.9";"105.16";NULL
"2019-08-30 17:00:00";37;NULL;"0.1";NULL;"10.07";"125.48";NULL
"2019-08-30 17:00:00";39;NULL;"0.13";NULL;"12.95";"112.61";NULL
"2019-08-30 17:00:00";40;NULL;NULL;NULL;"12.3";"113";NULL
"2019-08-30 18:00:00";26;NULL;"0.16";NULL;"43.54";"102.79";NULL
"2019-08-30 18:00:00";29;NULL;"0.25";NULL;"17.64";"119.5";NULL
"2019-08-30 18:00:00";36;NULL;"0.15";NULL;"34.71";"104.93";NULL
"2019-08-30 18:00:00";37;NULL;"0.1";NULL;"13.41";"128.37";NULL
"2019-08-30 18:00:00";39;NULL;"0.15";NULL;"12.99";"118.36";NULL
"2019-08-30 18:00:00";40;NULL;NULL;NULL;"15.68";"117.05";NULL
"2019-08-30 19:00:00";26;NULL;"0.15";NULL;"56.63";"90.05";NULL
"2019-08-30 19:00:00";29;NULL;"0.28";NULL;"20.73";"112.41";NULL
"2019-08-30 19:00:00";36;NULL;"0.2";NULL;"64.96";"94.53";NULL
"2019-08-30 19:00:00";37;NULL;"0.1";NULL;"17.89";"126.03";NULL
"2019-08-30 19:00:00";39;NULL;"0.17";NULL;"19.72";"106.98";NULL
"2019-08-30 19:00:00";40;NULL;NULL;NULL;"18.82";"112.73";NULL
"2019-08-30 20:00:00";26;NULL;"0.25";NULL;"75.74";"59.57";NULL
"2019-08-30 20:00:00";29;NULL;"0.32";NULL;"22.98";"97.15";NULL
"2019-08-30 20:00:00";36;NULL;"0.25";NULL;"79.65";"71.16";NULL
"2019-08-30 20:00:00";37;NULL;"0.12";NULL;"41.45";"85.62";NULL
"2019-08-30 20:00:00";39;NULL;"0.26";NULL;"31.21";"73.26";NULL
"2019-08-30 20:00:00";40;NULL;NULL;NULL;"41.88";"83.42";NULL
"2019-08-30 21:00:00";26;NULL;"0.22";NULL;"63.8";"41.95";NULL
"2019-08-30 21:00:00";29;NULL;"0.34";NULL;"22.15";"77.21";NULL
"2019-08-30 21:00:00";36;NULL;"0.28";NULL;"97.18";"45.39";NULL
"2019-08-30 21:00:00";37;NULL;"0.14";NULL;"37.02";"68.33";NULL
"2019-08-30 21:00:00";39;NULL;"0.3";NULL;"25.6";"60.44";NULL
"2019-08-30 21:00:00";40;NULL;NULL;NULL;"40.87";"55.88";NULL
"2019-08-30 22:00:00";26;NULL;"0.26";NULL;"56.27";"39.36";NULL
"2019-08-30 22:00:00";29;NULL;"0.3";NULL;"15.88";"80.55";NULL
"2019-08-30 22:00:00";36;NULL;"0.23";NULL;"48.94";"58.95";NULL
"2019-08-30 22:00:00";37;NULL;"0.13";NULL;"28.66";"70.29";NULL
"2019-08-30 22:00:00";39;NULL;"0.28";NULL;"21.19";"60.06";NULL
"2019-08-30 22:00:00";40;NULL;NULL;NULL;"34.58";"56.43";NULL
"2019-08-30 23:00:00";26;NULL;"0.2";NULL;"41.03";"59.44";NULL
"2019-08-30 23:00:00";29;NULL;"0.31";NULL;"23.35";"67.31";NULL
"2019-08-30 23:00:00";36;NULL;"0.23";NULL;"42.25";"63.91";NULL
"2019-08-30 23:00:00";37;NULL;"0.13";NULL;"29.91";"72.62";NULL
"2019-08-30 23:00:00";39;NULL;"0.22";NULL;"13.91";"78.09";NULL
"2019-08-30 23:00:00";40;NULL;NULL;NULL;"25.83";"70.73";NULL
"2019-08-31 00:00:00";26;NULL;"0.26";NULL;"55.68";"31.33";NULL
"2019-08-31 00:00:00";29;NULL;"0.33";NULL;"19.62";"75.39";NULL
"2019-08-31 00:00:00";36;NULL;"0.18";NULL;"39.52";"62.22";NULL
"2019-08-31 00:00:00";37;NULL;"0.2";NULL;"52.14";"37.8";NULL
"2019-08-31 00:00:00";39;NULL;"0.21";NULL;"16.5";"70.11";NULL
"2019-08-31 00:00:00";40;NULL;NULL;NULL;"54.22";"38.77";NULL
"2019-08-31 01:00:00";29;NULL;"0.29";NULL;"14.43";"77.4";NULL
"2019-08-31 01:00:00";36;NULL;"0.16";NULL;"28.76";"60.51";NULL
"2019-08-30 12:00:00";38;NULL;"0.23";"14.83";"24.01";"81.33";NULL
"2019-08-30 13:00:00";38;NULL;"0.17";"20";"27.46";"98.68";NULL
"2019-08-30 14:00:00";38;NULL;"0.14";"22.92";"20.73";"108.24";NULL
"2019-08-30 15:00:00";38;NULL;"0.12";"26.12";"18.66";"106.12";NULL
"2019-08-30 17:00:00";38;NULL;"0.12";"23.09";"17.63";"111.09";NULL
"2019-08-30 18:00:00";38;NULL;"0.12";"21.13";"18.67";"114.16";NULL
"2019-08-30 19:00:00";38;NULL;"0.11";"24.64";"30.83";"105.67";NULL
"2019-08-30 20:00:00";38;NULL;"0.18";"22.81";"49.4";"70.59";NULL
"2019-08-30 21:00:00";38;NULL;"0.16";"25.42";"36.55";"64.35";NULL
"2019-08-30 22:00:00";38;NULL;"0.13";"25.47";"33.54";"58.92";NULL
"2019-08-31 00:00:00";38;NULL;"0.11";"20.16";"25.79";"72.01";NULL
"2019-08-30 09:00:00";38;NULL;"0.26";"11.79";"25.53";"38.85";NULL
"2019-08-30 11:00:00";38;NULL;"0.25";"9.95";"28.13";"54.88";NULL
"2019-08-31 01:00:00";37;NULL;"0.19";NULL;"55.03";"23.14";NULL
"2019-08-31 01:00:00";39;NULL;"0.2";NULL;"15.1";"66.78";NULL
"2019-08-31 01:00:00";40;NULL;NULL;NULL;"53.98";"33.75";NULL
"2019-08-31 02:00:00";29;NULL;"0.29";NULL;"14.39";"58.77";NULL
"2019-08-31 02:00:00";36;NULL;"0.16";NULL;"24.59";"56.67";NULL
"2019-08-31 02:00:00";37;NULL;"0.18";NULL;"22.62";"46.29";NULL
"2019-08-31 02:00:00";39;NULL;"0.21";NULL;"9.22";"54.87";NULL
"2019-08-31 02:00:00";40;NULL;NULL;NULL;"14.38";"50.57";NULL
"2019-08-31 03:00:00";29;NULL;"0.27";NULL;"15.2";"55.46";NULL
"2019-08-31 03:00:00";36;NULL;"0.14";NULL;"18.41";"58.31";NULL
"2019-08-31 03:00:00";37;NULL;"0.2";NULL;"27.42";"33.63";NULL
"2019-08-31 03:00:00";39;NULL;"0.2";NULL;"7.16";"56.6";NULL
"2019-08-31 03:00:00";40;NULL;NULL;NULL;"12.4";"52.73";NULL
