"id";"fuel";"emission_standard";"pollutant";"emission_factor";"vehicle_type"
120;"petrol";"euro 6 2020+";"co";"0.829425849350994";"passenger_car"
121;"petrol";"euro 6 2020+";"nox";"0.0104775695962591";"passenger_car"
122;"petrol";"pre ece";"co";"17.4549010345527";"passenger_car"
123;"petrol";"pre ece";"nox";"6.54000000001497";"passenger_car"
124;"petrol";"ece 15/00-01";"co";"24.6392267129405";"passenger_car"
125;"petrol";"ece 15/00-01";"nox";"6.54000000001497";"passenger_car"
126;"petrol";"ece 15/02";"co";"11.0537343385922";"passenger_car"
127;"petrol";"ece 15/02";"nox";"4.57000000000052";"passenger_car"
128;"petrol";"ece 15/03";"co";"10.0497017098327";"passenger_car"
129;"petrol";"ece 15/03";"nox";"5.67360000000006";"passenger_car"
130;"petrol";"ece 15/04";"co";"5.0584269730449";"passenger_car"
131;"petrol";"ece 15/04";"nox";"4.57740000000498";"passenger_car"
132;"petrol";"euro 1";"co";"3.10882260461268";"passenger_car"
133;"petrol";"euro 1";"nox";"0.672578843000238";"passenger_car"
134;"petrol";"euro 2";"co";"1.31589846599602";"passenger_car"
135;"petrol";"euro 2";"nox";"0.193024576699303";"passenger_car"
136;"petrol";"euro 3";"co";"2.14264401664022";"passenger_car"
137;"petrol";"euro 3";"nox";"0.0759811849867825";"passenger_car"
138;"petrol";"euro 3";"co";"2.14264401664022";"passenger_car"
139;"petrol";"euro 3";"nox";"0.0759811849867825";"passenger_car"
140;"petrol";"euro 4";"co";"1.10396849584808";"passenger_car"
141;"petrol";"euro 4";"nox";"0.0189550880000646";"passenger_car"
142;"petrol";"euro 4";"co";"1.10396849584808";"passenger_car"
143;"petrol";"euro 4";"nox";"0.0189550880000646";"passenger_car"
144;"petrol";"euro 5";"co";"0.960199268773321";"passenger_car"
145;"petrol";"euro 5";"nox";"0.0109562267073667";"passenger_car"
146;"petrol";"euro 5";"co";"0.960199268773321";"passenger_car"
147;"petrol";"euro 5";"nox";"0.0109562267073667";"passenger_car"
148;"petrol";"euro 6 up to 2016";"co";"0.817254539847848";"passenger_car"
149;"petrol";"euro 6 up to 2016";"nox";"0.0103654906038612";"passenger_car"
150;"petrol";"euro 6 up to 2016";"co";"0.817254539847848";"passenger_car"
151;"petrol";"euro 6 up to 2016";"nox";"0.0103654906038612";"passenger_car"
152;"petrol";"euro 6 up to 2016";"co";"0.817254539847848";"passenger_car"
153;"petrol";"euro 6 up to 2016";"nox";"0.0103654906038612";"passenger_car"
154;"petrol";"euro 6 2017-2019";"co";"0.829425849350994";"passenger_car"
155;"petrol";"euro 6 2017-2019";"nox";"0.0104775695962591";"passenger_car"
156;"petrol";"euro 6 2017-2019";"co";"0.829425849350994";"passenger_car"
157;"petrol";"euro 6 2017-2019";"nox";"0.0104775695962591";"passenger_car"
158;"petrol";"euro 6 2017-2019";"co";"0.829425849350994";"passenger_car"
159;"petrol";"euro 6 2017-2019";"nox";"0.0104775695962591";"passenger_car"
160;"petrol";"euro 6 2020+";"co";"0.829425849350994";"passenger_car"
161;"petrol";"euro 6 2020+";"nox";"0.0104775695962591";"passenger_car"
162;"petrol";"euro 6 2020+";"co";"0.829425849350994";"passenger_car"
163;"petrol";"euro 6 2020+";"nox";"0.0104775695962591";"passenger_car"
164;"petrol";"euro 6 2020+";"co";"0.829425849350994";"passenger_car"
165;"petrol";"euro 6 2020+";"nox";"0.0104775695962591";"passenger_car"
166;"petrol";"conventional";"co";"20.7";"passenger_car"
167;"petrol";"conventional";"co";"20.7";"passenger_car"
168;"petrol";"conventional";"co";"7.5";"passenger_car"
169;"petrol";"conventional";"co";"8.7";"passenger_car"
170;"petrol";"conventional";"nox";"0.3";"passenger_car"
171;"petrol";"conventional";"nox";"0.3";"passenger_car"
172;"petrol";"conventional";"nox";"1";"passenger_car"
173;"petrol";"conventional";"nox";"0.75";"passenger_car"
174;"diesel";"euro 4";"co";"0.0192709519293643";"passenger_car"
175;"diesel";"euro 4";"nox";"0.825760000009617";"passenger_car"
176;"diesel";"euro 5";"co";"0.00133497555660334";"passenger_car"
177;"diesel";"euro 5";"nox";"0.723179271935215";"passenger_car"
178;"diesel";"euro 6 up to 2016";"co";"0.063189939168717";"passenger_car"
179;"diesel";"euro 6 up to 2016";"nox";"0.595678101627876";"passenger_car"
180;"diesel";"euro 6 up to 2016";"co";"0.063189939168717";"passenger_car"
181;"diesel";"euro 6 up to 2016";"nox";"0.595678101627876";"passenger_car"
182;"diesel";"euro 6 up to 2016";"co";"0.063189939168717";"passenger_car"
183;"diesel";"euro 6 up to 2016";"nox";"0.595678101627876";"passenger_car"
184;"diesel";"euro 6 2017-2019";"co";"0.063189939168717";"passenger_car"
185;"diesel";"euro 6 2017-2019";"nox";"0.45508888002352";"passenger_car"
186;"diesel";"euro 6 2017-2019";"co";"0.063189939168717";"passenger_car"
187;"diesel";"euro 6 2017-2019";"nox";"0.45508888002352";"passenger_car"
188;"diesel";"euro 6 2017-2019";"co";"0.063189939168717";"passenger_car"
189;"diesel";"euro 6 2017-2019";"nox";"0.45508888002352";"passenger_car"
190;"diesel";"euro 6 2020+";"co";"0.063189939168717";"passenger_car"
191;"diesel";"euro 6 2020+";"nox";"0.221043170297137";"passenger_car"
192;"diesel";"euro 6 2020+";"co";"0.063189939168717";"passenger_car"
193;"diesel";"euro 6 2020+";"nox";"0.221043170297137";"passenger_car"
194;"diesel";"euro 6 2020+";"co";"0.063189939168717";"passenger_car"
195;"diesel";"euro 6 2020+";"nox";"0.221043170297137";"passenger_car"
196;"diesel";"conventional";"co";"0.346126246022867";"passenger_car"
197;"diesel";"conventional";"nox";"0.692400000002114";"passenger_car"
198;"diesel";"euro 1";"co";"0.309387107000343";"passenger_car"
199;"diesel";"euro 1";"nox";"0.787935379355723";"passenger_car"
200;"diesel";"euro 2";"co";"0.0745917480003755";"passenger_car"
201;"diesel";"euro 2";"nox";"0.910152258986075";"passenger_car"
202;"diesel";"euro 3";"co";"0.00736727875834501";"passenger_car"
203;"diesel";"euro 3";"nox";"0.996816052094887";"passenger_car"
204;"diesel";"euro 4";"co";"0.0192709519293643";"passenger_car"
205;"diesel";"euro 4";"nox";"0.825760000009617";"passenger_car"
206;"diesel";"euro 5";"co";"0.00133497555660334";"passenger_car"
207;"diesel";"euro 5";"nox";"0.723179271935215";"passenger_car"
208;"diesel";"euro 6 up to 2016";"co";"0.063189939168717";"passenger_car"
209;"diesel";"euro 6 up to 2016";"nox";"0.595678101627876";"passenger_car"
210;"diesel";"euro 6 up to 2016";"co";"0.063189939168717";"passenger_car"
211;"diesel";"euro 6 up to 2016";"nox";"0.595678101627876";"passenger_car"
212;"diesel";"euro 6 up to 2016";"co";"0.063189939168717";"passenger_car"
213;"diesel";"euro 6 up to 2016";"nox";"0.595678101627876";"passenger_car"
214;"diesel";"euro 6 2017-2019";"co";"0.063189939168717";"passenger_car"
215;"diesel";"euro 6 2017-2019";"nox";"0.45508888002352";"passenger_car"
216;"diesel";"euro 6 2017-2019";"co";"0.063189939168717";"passenger_car"
217;"diesel";"euro 6 2017-2019";"nox";"0.45508888002352";"passenger_car"
218;"diesel";"euro 6 2017-2019";"co";"0.063189939168717";"passenger_car"
219;"diesel";"euro 6 2017-2019";"nox";"0.45508888002352";"passenger_car"
220;"diesel";"euro 6 2020+";"co";"0.063189939168717";"passenger_car"
221;"diesel";"euro 6 2020+";"nox";"0.221043170297137";"passenger_car"
222;"diesel";"euro 6 2020+";"co";"0.063189939168717";"passenger_car"
223;"diesel";"euro 6 2020+";"nox";"0.221043170297137";"passenger_car"
224;"diesel";"euro 6 2020+";"co";"0.063189939168717";"passenger_car"
225;"diesel";"euro 6 2020+";"nox";"0.221043170297137";"passenger_car"
226;"diesel";"conventional";"co";"0.346126246022867";"passenger_car"
227;"diesel";"conventional";"nox";"0.692400000002114";"passenger_car"
228;"diesel";"euro 1";"co";"0.309387107000343";"passenger_car"
229;"diesel";"euro 1";"nox";"0.787935379355723";"passenger_car"
230;"diesel";"euro 2";"co";"0.0745917480003755";"passenger_car"
231;"diesel";"euro 2";"nox";"0.910152258986075";"passenger_car"
232;"diesel";"euro 3";"co";"0.00736727875834501";"passenger_car"
233;"diesel";"euro 3";"nox";"0.996816052094887";"passenger_car"
234;"diesel";"euro 4";"co";"0.0192709519293643";"passenger_car"
235;"diesel";"euro 4";"nox";"0.825760000009617";"passenger_car"
236;"diesel";"euro 5";"co";"0.00133497555660334";"passenger_car"
237;"diesel";"euro 5";"nox";"0.723179271935215";"passenger_car"
238;"diesel";"euro 6 up to 2016";"co";"0.063189939168717";"passenger_car"
239;"diesel";"euro 6 up to 2016";"nox";"0.595678101627876";"passenger_car"
240;"diesel";"euro 6 up to 2016";"co";"0.063189939168717";"passenger_car"
241;"diesel";"euro 6 up to 2016";"nox";"0.595678101627876";"passenger_car"
242;"diesel";"euro 6 up to 2016";"co";"0.063189939168717";"passenger_car"
243;"diesel";"euro 6 up to 2016";"nox";"0.595678101627876";"passenger_car"
244;"diesel";"euro 6 2017-2019";"co";"0.063189939168717";"passenger_car"
245;"diesel";"euro 6 2017-2019";"nox";"0.45508888002352";"passenger_car"
246;"diesel";"euro 6 2017-2019";"co";"0.063189939168717";"passenger_car"
247;"diesel";"euro 6 2017-2019";"nox";"0.45508888002352";"passenger_car"
248;"diesel";"euro 6 2017-2019";"co";"0.063189939168717";"passenger_car"
249;"diesel";"euro 6 2017-2019";"nox";"0.45508888002352";"passenger_car"
250;"diesel";"euro 6 2020+";"co";"0.063189939168717";"passenger_car"
251;"diesel";"euro 6 2020+";"nox";"0.221043170297137";"passenger_car"
252;"diesel";"euro 6 2020+";"co";"0.063189939168717";"passenger_car"
253;"diesel";"euro 6 2020+";"nox";"0.221043170297137";"passenger_car"
254;"diesel";"euro 6 2020+";"co";"0.063189939168717";"passenger_car"
255;"diesel";"euro 6 2020+";"nox";"0.221043170297137";"passenger_car"
256;"diesel";"conventional";"co";"0.346126246022867";"passenger_car"
257;"diesel";"conventional";"nox";"1.08620000000121";"passenger_car"
258;"diesel";"euro 1";"co";"0.309387107000343";"passenger_car"
259;"diesel";"euro 1";"nox";"0.787935379355723";"passenger_car"
260;"diesel";"euro 2";"co";"0.0745917480003755";"passenger_car"
261;"diesel";"euro 2";"nox";"0.910152258986075";"passenger_car"
262;"diesel";"euro 3";"co";"0.00736727875834501";"passenger_car"
263;"diesel";"euro 3";"nox";"0.996816052094887";"passenger_car"
264;"diesel";"euro 4";"co";"0.0192709519293643";"passenger_car"
265;"diesel";"euro 4";"nox";"0.825760000009617";"passenger_car"
266;"diesel";"euro 5";"co";"0.00133497555660334";"passenger_car"
267;"diesel";"euro 5";"nox";"0.723179271935215";"passenger_car"
268;"diesel";"euro 6 up to 2016";"co";"0.063189939168717";"passenger_car"
269;"diesel";"euro 6 up to 2016";"nox";"0.595678101627876";"passenger_car"
270;"diesel";"euro 6 up to 2016";"co";"0.063189939168717";"passenger_car"
271;"diesel";"euro 6 up to 2016";"nox";"0.595678101627876";"passenger_car"
272;"diesel";"euro 6 up to 2016";"co";"0.063189939168717";"passenger_car"
273;"diesel";"euro 6 up to 2016";"nox";"0.595678101627876";"passenger_car"
274;"diesel";"euro 6 2017-2019";"co";"0.063189939168717";"passenger_car"
275;"diesel";"euro 6 2017-2019";"nox";"0.45508888002352";"passenger_car"
276;"diesel";"euro 6 2017-2019";"co";"0.063189939168717";"passenger_car"
277;"diesel";"euro 6 2017-2019";"nox";"0.45508888002352";"passenger_car"
278;"diesel";"euro 6 2017-2019";"co";"0.063189939168717";"passenger_car"
279;"diesel";"euro 6 2017-2019";"nox";"0.45508888002352";"passenger_car"
280;"diesel";"euro 6 2020+";"co";"0.063189939168717";"passenger_car"
281;"diesel";"euro 6 2020+";"nox";"0.221043170297137";"passenger_car"
282;"diesel";"euro 6 2020+";"co";"0.063189939168717";"passenger_car"
283;"diesel";"euro 6 2020+";"nox";"0.221043170297137";"passenger_car"
284;"diesel";"euro 6 2020+";"co";"0.063189939168717";"passenger_car"
285;"diesel";"euro 6 2020+";"nox";"0.221043170297137";"passenger_car"
286;"petrol_hybrid";"euro 4";"co";"0.0124550684836424";"passenger_car"
287;"petrol_hybrid";"euro 4";"nox";"0.0143360000000132";"passenger_car"
288;"petrol_hybrid";"euro 4";"co";"0.0124550684836424";"passenger_car"
289;"petrol_hybrid";"euro 4";"nox";"0.0143360000000132";"passenger_car"
290;"petrol_hybrid";"euro 5";"co";"0.0124550684836424";"passenger_car"
291;"petrol_hybrid";"euro 5";"nox";"0.0143360000000132";"passenger_car"
292;"petrol_hybrid";"euro 5";"co";"0.0124550684836424";"passenger_car"
