"segment_number","node_start","node_end","id_road_section"
0,"248951009","4642541414","23069996"
1,"4642541414","259476133","23069996"
2,"259476133","248951008","23069996"
0,"248951014","1332251597","23069997"
1,"1332251597","30438453","23069997"
0,"248951007","5745763122","23069999"
0,"248951080","995592400","23070028"
0,"30575237","248952561","23070198"
0,"626145119","626146137","23070199"
1,"626146137","626145097","23070199"
0,"248956710","248956715","23070481"
0,"248956720","248956721","23070483"
0,"248956726","248956721","23070484"
1,"248956721","683827352","23070484"
0,"683827374","248956722","23070486"
0,"683827369","248956726","23070488"
0,"683845609","252822775","23070489"
0,"683827348","683827368","23070490"
0,"264106188","1270556417","23070491"
1,"1270556417","4491441371","23070491"
0,"683845557","248956744","23070492"
0,"683845528","683845597","23070493"
0,"248956744","683845593","23070494"
0,"248935422","248956751","23070495"
0,"248956751","248956747","23070496"
0,"248956750","248935422","23070497"
0,"248935422","248935423","23070498"
1,"248935423","248956720","23070498"
2,"248956720","1267575588","23070498"
0,"248956749","248956761","23070499"
0,"939274144","248956767","23070500"
0,"30438742","41430279","23075717"
0,"249077644","249077647","23075718"
0,"249077647","249078258","23075719"
1,"249078258","253535849","23075719"
0,"249077654","249077652","23075721"
0,"249077673","249077674","23075722"
0,"249077674","249077677","23075723"
0,"249077675","249077672","23075724"
0,"249077672","249077651","23075725"
1,"249077651","4241880108","23075725"
2,"4241880108","249077650","23075725"
0,"249077652","249077676","23075726"
0,"249077676","249077675","23075727"
0,"249077677","249077641","23075728"
0,"249077641","249077644","23075729"
0,"249077706","268479957","23075731"
1,"268479957","268479951","23075731"
2,"268479951","249088100","23075731"
3,"249088100","249088096","23075731"
4,"249088096","249088069","23075731"
5,"249088069","249088066","23075731"
6,"249088066","249088095","23075731"
7,"249088095","249088082","23075731"
8,"249088082","249077708","23075731"
0,"249078283","1488711010","23075825"
1,"1488711010","4358728331","23075825"
2,"4358728331","249078295","23075825"
0,"249078258","249078317","23075832"
0,"249078306","1490308180","23075833"
1,"1490308180","249078299","23075833"
0,"249078295","1122581754","23075834"
1,"1122581754","249078299","23075834"
2,"249078299","265563862","23075834"
0,"960187408","1973834326","23075836"
1,"1973834326","1488710897","23075836"
0,"213598790","249079904","23076151"
0,"243066422","1563528225","23076186"
1,"1563528225","1563528262","23076186"
2,"1563528262","249081370","23076186"
3,"249081370","1116760076","23076186"
4,"1116760076","265560722","23076186"
5,"265560722","1116760075","23076186"
6,"1116760075","249081373","23076186"
7,"249081373","249081376","23076186"
8,"249081376","631147101","23076186"
9,"631147101","249082347","23076186"
0,"249082347","631823194","23076300"
0,"249082348","265043770","23076302"
1,"265043770","249081379","23076302"
2,"249081379","265560725","23076302"
3,"265560725","1116760077","23076302"
4,"1116760077","265560711","23076302"
5,"265560711","1116760072","23076302"
6,"1116760072","249081384","23076302"
7,"249081384","5627048315","23076302"
8,"5627048315","243066410","23076302"
0,"249083598","249083582","23076303"
0,"249082608","249082559","23076320"
0,"41145902","1790293299","23076321"
0,"216891297","1387595194","23076322"
1,"1387595194","1914265831","23076322"
0,"1914265831","918952837","23076323"
0,"249082633","263370047","23076324"
0,"715566460","253554277","23076325"
0,"249082591","933317800","23076326"
0,"249082538","253554277","23076327"
0,"249083575","249083573","23076443"
0,"249083573","930287913","23076444"
1,"930287913","930287899","23076444"
2,"930287899","960118869","23076444"
0,"249083572","249083574","23076445"
0,"249083574","249090156","23076446"
1,"249090156","253535857","23076446"
2,"253535857","249083576","23076446"
0,"249083576","249083583","23076447"
0,"249083583","249083586","23076448"
0,"249083582","249083581","23076449"
0,"249083581","249090160","23076450"
1,"249090160","249090150","23076450"
2,"249090150","249083575","23076450"
0,"249083584","4157590902","23076451"
0,"3730703716","249083586","23076452"
1,"249083586","249083588","23076452"
2,"249083588","249083590","23076452"
3,"249083590","249083598","23076452"
4,"249083598","3730703716","23076452"
0,"249083588","4157590909","23076453"
1,"4157590909","4157590924","23076453"
0,"1510241383","249083590","23076455"
0,"249088093","249088080","23076952"
0,"268479982","249088096","23076953"
0,"249090089","249090130","23077177"
0,"249090139","4157590891","23077179"
0,"249090153","249090130","23077181"
1,"249090130","253535857","23077181"
2,"253535857","249090160","23077181"
3,"249090160","249090150","23077181"
4,"249090150","249090156","23077181"
5,"249090156","249090139","23077181"
6,"249090139","249090153","23077181"
0,"249092208","1367652731","23077559"
1,"1367652731","249092209","23077559"
0,"249092246","260300374","23077576"
0,"249092296","287571095","23077577"
1,"287571095","41345947","23077577"
0,"249092302","249092305","23077578"
0,"249092317","249092346","23077579"
0,"249092273","249092367","23077581"
0,"249092367","249092368","23077582"
0,"249092368","249092369","23077583"
0,"249092369","249092370","23077584"
0,"249092370","249092371","23077585"
0,"249092347","249092308","23077586"
0,"249092346","249092347","23077587"
0,"249092305","249092306","23077588"
0,"249092301","41345911","23077589"
0,"41345911","249092297","23077590"
0,"249092306","249092308","23077592"
0,"249092416","249092417","23077602"
0,"249092416","1299186555","23077603"
1,"1299186555","249092418","23077603"
0,"156249795","249092415","23077604"
1,"249092415","249092419","23077604"
0,"296912408","156249779","23077606"
0,"249092426","249092422","23077607"
1,"249092422","249092425","23077607"
0,"249092427","249092421","23077608"
1,"249092421","249092428","23077608"
0,"249092413","249092416","23077609"
1,"249092416","296912424","23077609"
2,"296912424","249092415","23077609"
3,"249092415","249092414","23077609"
0,"248924106","249092413","23077610"
1,"249092413","248923996","23077610"
0,"249092437","1619563470","23077613"
0,"249092441","296397634","23077615"
1,"296397634","249092442","23077615"
0,"249092414","249092421","23077616"
1,"249092421","249092422","23077616"
2,"249092422","249092423","23077616"
0,"249092431","249092457","23077617"
0,"249093249","249757447","23077723"
1,"249757447","249093250","23077723"
0,"249093244","3723483909","23077724"
1,"3723483909","249093248","23077724"
2,"249093248","249093244","23077724"
0,"249093250","249093250","23077725"
0,"249093255","263693380","23077726"
0,"199458855","199458870","23077939"
0,"249095198","249095194","23077941"
0,"249095194","264111638","23077942"
0,"199457134","249095196","23077943"
0,"249095192","199457100","23077945"
0,"199457100","918952838","23077946"
0,"249350100","249350303","23098690"
1,"249350303","249350114","23098690"
0,"249350180","249350238","23098691"
0,"469430243","249350081","23098692"
1,"249350081","256133257","23098692"
2,"256133257","249350209","23098692"
3,"249350209","626144885","23098692"
0,"303661906","249350125","23098694"
1,"249350125","249350269","23098694"
0,"249350238","960186236","23098695"
1,"960186236","249350173","23098695"
0,"249350137","249350120","23098696"
1,"249350120","266186643","23098696"
2,"266186643","4243309003","23098696"
0,"249350083","249350241","23098697"
0,"249350120","898944331","23098699"
1,"898944331","266186646","23098699"
2,"266186646","249350182","23098699"
3,"249350182","249350083","23098699"
4,"249350083","249350290","23098699"
0,"2181455577","471530485","23098701"
0,"266186635","249350077","23098702"
1,"249350077","249350269","23098702"
0,"249350161","249350078","23098705"
0,"249350312","3712854996","23098708"
1,"3712854996","249350124","23098708"
2,"249350124","1973834352","23098708"
0,"249179507","249350082","23098710"
1,"249350082","249350087","23098710"
0,"249179506","249350179","23098711"
0,"249350304","249350299","23098713"
0,"249350185","249350312","23098714"
0,"3712852338","249350287","23098715"
0,"249350179","3844358004","23098716"
1,"3844358004","249350242","23098716"
0,"249426555","310078969","23103328"
0,"941531979","1974317607","23103332"
0,"213564615","59750420","23110548"
1,"59750420","249502609","23110548"
2,"249502609","266326620","23110548"
3,"266326620","249504841","23110548"
4,"249504841","249502441","23110548"
5,"249502441","249502427","23110548"
0,"249502427","249502582","23110549"
1,"249502582","30389471","23110549"
0,"249504841","249504498","23110550"
1,"249504498","249502458","23110550"
2,"249502458","249504718","23110550"
3,"249504718","249502590","23110550"
0,"249504723","249502607","23110551"
1,"249502607","249502458","23110551"
2,"249502458","1324970933","23110551"
3,"1324970933","249502430","23110551"
4,"249502430","249502432","23110551"
0,"1268313935","249502427","23110553"
0,"249502517","249502485","23110562"
1,"249502485","249502430","23110562"
2,"249502430","249502445","23110562"
3,"249502445","249502609","23110562"
0,"266327994","249502485","23110794"
1,"249502485","249504684","23110794"
2,"249504684","249504718","23110794"
0,"249502587","249504723","23110800"
0,"249316340","1619563032","23126880"
1,"1619563032","249316323","23126880"
2,"249316323","249701141","23126880"
3,"249701141","1619563090","23126880"
0,"30438399","263710874","23127144"
0,"156334214","519112770","23127145"
0,"805488926","249245912","23130155"
0,"249245938","263336564","23130162"
0,"249245931","2631750840","23130163"
1,"2631750840","1618842941","23130163"
2,"1618842941","422901585","23130163"
3,"422901585","666992551","23130163"
0,"249245917","422875568","23130165"
0,"213797696","249091504","23131173"
0,"249757446","249757447","23131176"
0,"249757451","4398109460","23131178"
1,"4398109460","942069538","23131178"
2,"942069538","942069536","23131178"
0,"942069523","249757450","23131180"
0,"263693418","1146410468","23131181"
1,"1146410468","30575378","23131181"
2,"30575378","4461779811","23131181"
3,"4461779811","30575431","23131181"
0,"30575307","942069523","23131183"
0,"964637484","30389505","23133883"
0,"30438489","941483343","23133884"
1,"941483343","6354902720","23133884"
0,"249785397","30438389","23133934"
0,"249786699","249786713","23134037"
0,"243465956","260551158","23134100"
1,"260551158","2609373757","23134100"
2,"2609373757","939254250","23134100"
0,"249788473","249788475","23134278"
0,"263703321","249788473","23134279"
1,"249788473","263703322","23134279"
0,"2990545438","249789161","23134384"
0,"2990545450","249789162","23134385"
0,"307335029","156576503","23312800"
1,"156576503","2155382139","23312800"
2,"2155382139","252400935","23312800"
3,"252400935","2155382110","23312800"
4,"2155382110","59749784","23312800"
5,"59749784","252400939","23312800"
6,"252400939","265045272","23312800"
7,"265045272","265045243","23312800"
8,"265045243","2354211517","23312800"
9,"2354211517","252400940","23312800"
0,"252400935","5109959745","23312801"
0,"252400943","252400944","23312803"
0,"252400938","252400944","23312804"
0,"252400943","252400937","23312805"
0,"252400940","252400941","23312806"
0,"252400944","252400939","23312807"
0,"252400939","252400945","23312808"
0,"245394222","252406056","23313350"
0,"252406071","252406067","23313356"
0,"252406067","941379629","23313620"
1,"941379629","937768178","23313620"
0,"3263697657","245394214","23313621"
1,"245394214","252408905","23313621"
2,"252408905","252406064","23313621"
3,"252406064","252408903","23313621"
4,"252408903","245394222","23313621"
5,"245394222","252408906","23313621"
6,"252408906","3263697657","23313621"
0,"252406064","245394215","23313622"
0,"245394214","266990805","23313623"
0,"252406056","252408906","23313624"
0,"245394215","245394218","23313625"
0,"252406062","1488574286","23313626"
1,"1488574286","252406063","23313626"
0,"252408908","252406062","23313627"
0,"3263700366","252408912","23313628"
1,"252408912","252408915","23313628"
2,"252408915","252408917","23313628"
3,"252408917","252408916","23313628"
4,"252408916","252408918","23313628"
5,"252408918","252408909","23313628"
6,"252408909","3263700366","23313628"
0,"252408909","245394218","23313630"
0,"252408915","213564690","23313631"
0,"59747939","213564664","23313632"
0,"213564664","213564671","23313633"
0,"213564690","213564664","23313635"
0,"213564690","252408917","23313636"
0,"245394219","252408918","23313637"
0,"245394218","252408912","23313638"
0,"252406056","252406062","23313640"
0,"266990805","941379628","23313641"
1,"941379628","252408905","23313641"
0,"245394215","252408903","23313642"
0,"252658109","1493188376","23333224"
0,"252658115","915416074","23333229"
0,"259483681","6184949388","23333234"
0,"252736364","252658062","23340448"
0,"249502432","266327994","23342122"
0,"252751622","250175494","23342201"
1,"250175494","1619563007","23342201"
2,"1619563007","1616939625","23342201"
3,"1616939625","263711001","23342201"
4,"263711001","252751620","23342201"
0,"32127193","1122581751","23342248"
0,"248808645","2584374412","23342765"
1,"2584374412","252756460","23342765"
0,"248808666","252756454","23342766"
0,"252756454","248808645","23342767"
0,"252756465","252756468","23342770"
0,"248808644","252756480","23342772"
0,"252820986","249788233","23348171"
0,"248956782","252820999","23348172"
0,"248956774","30389508","23348173"
0,"249788226","248956777","23348272"
0,"243466476","3735084412","23348513"
0,"1270509109","1270509140","23348516"
1,"1270509140","243466476","23348516"
2,"243466476","243466470","23348516"
0,"41270334","2368815081","23416077"
0,"249095196","1914299909","23416085"
0,"253554280","253554279","23416489"
0,"253554279","199457134","23416490"
0,"1316679354","1316679373","23466755"
1,"1316679373","1316679354","23466755"
0,"717885420","915437396","23466762"
1,"915437396","1126848525","23466762"
2,"1126848525","5816259374","23466762"
0,"253554277","249082552","23485965"
0,"249082552","249082631","23485966"
0,"264535861","1246618243","23642249"
0,"252658118","264045729","23642250"
0,"2760476699","256128789","23642251"
0,"249350202","256133257","23642636"
0,"257885992","257885994","23645824"
1,"257885994","1267225908","23645824"
2,"1267225908","257885992","23645824"
0,"256170165","256170095","23645865"
0,"256170095","59754260","23645889"
0,"41145853","1068492438","23650945"
1,"1068492438","676631219","23650945"
2,"676631219","1743699461","23650945"
3,"1743699461","287952172","23650945"
4,"287952172","265560253","23650945"
0,"252820992","933299390","23700166"
0,"30438466","4294643619","23725758"
0,"156334227","838551654","23725759"
0,"256937053","263359509","23726206"
1,"263359509","256937055","23726206"
2,"256937055","263359432","23726206"
3,"263359432","243465475","23726206"
0,"3723328874","30438745","23734906"
1,"30438745","257053265","23734906"
2,"257053265","3723328874","23734906"
0,"257053265","30389511","23734907"
0,"257338766","30389515","23751208"
1,"30389515","223594254","23751208"
2,"223594254","360202130","23751208"
3,"360202130","360202134","23751208"
4,"360202134","30389476","23751208"
0,"1267225972","257886633","23798448"
1,"257886633","4018338445","23798448"
2,"4018338445","1267225953","23798448"
3,"1267225953","1267225961","23798448"
4,"1267225961","257885994","23798448"
0,"30438650","30438719","23798496"
0,"258371232","258371234","23843406"
1,"258371234","1019295724","23843406"
2,"1019295724","1246778959","23843406"
3,"1246778959","258371236","23843406"
4,"258371236","1019295651","23843406"
5,"1019295651","1019295768","23843406"
6,"1019295768","258371239","23843406"
7,"258371239","258371232","23843406"
0,"1019295768","258371307","23843418"
0,"1883521528","258371213","23843425"
0,"258371213","258371234","23843426"
0,"259441297","259441294","23936388"
0,"259441449","259441423","23936392"
0,"259441449","2479494950","23936394"
1,"2479494950","3833995146","23936394"
2,"3833995146","2479494957","23936394"
3,"2479494957","2479495043","23936394"
4,"2479495043","697025499","23936394"
5,"697025499","697025473","23936394"
6,"697025473","697025371","23936394"
0,"30438575","263692219","23938487"
1,"263692219","263691793","23938487"
0,"259474515","510129666","23938488"
1,"510129666","1243352520","23938488"
2,"1243352520","1243352372","23938488"
3,"1243352372","259474523","23938488"
4,"259474523","259474524","23938488"
0,"259474515","30575495","23938489"
1,"30575495","30575508","23938489"
2,"30575508","30575509","23938489"
3,"30575509","30575516","23938489"
4,"30575516","30389433","23938489"
5,"30389433","248956715","23938489"
6,"248956715","249091504","23938489"
0,"30575311","263689609","23938490"
1,"263689609","2594348636","23938490"
0,"30575349","259476135","23938626"
1,"259476135","259476134","23938626"
0,"30575336","3874380537","23938706"
0,"30575353","259476739","23938707"
0,"158676837","1858874856","23938900"
0,"1126848538","259483689","23939529"
0,"34756850","34756856","23939532"
0,"259485153","265034216","23939750"
0,"259485160","1490308397","23939751"
0,"259485174","252658057","23939752"
0,"252658059","259485178","23939753"
0,"259485153","1125481680","23939754"
0,"252658064","252658066","23939755"
0,"259492664","259492665","23940350"
0,"683827364","683827373","23940538"
0,"3736200553","260548234","24025105"
0,"249082578","941372942","24025108"
0,"260548377","260548380","24025116"
0,"260548847","260548855","24025144"
0,"252820999","1359398471","24025221"
0,"249786718","249786721","24025320"
1,"249786721","3637551771","24025320"
2,"3637551771","249786727","24025320"
0,"297340108","260548855","24025326"
0,"260551155","3744164532","24025329"
1,"3744164532","3744164558","24025329"
2,"3744164558","3744164570","24025329"
3,"3744164570","260550732","24025329"
0,"41145841","1078618302","24025331"
0,"265040864","265040870","24025384"
1,"265040870","1618969688","24025384"
2,"1618969688","260551155","24025384"
0,"243465956","4252261787","24025385"
0,"260611654","260611655","24030681"
