"segment_number","node_start","node_end","id_road_section"
0,"263313600","223471772","80347975"
0,"249077708","4165132899","80353534"
0,"264079539","6348015403","80353535"
0,"937768174","937768172","80354137"
0,"937768178","937768156","80354142"
0,"459507503","30438383","80359244"
0,"937794393","263781669","80359247"
0,"263703319","937794377","80359249"
1,"937794377","263703323","80359249"
2,"263703323","616047222","80359249"
0,"213598846","213598718","80359251"
0,"939238608","937794393","80359254"
1,"937794393","1240926169","80359254"
0,"937794377","937794393","80359256"
0,"937794396","939238608","80359261"
0,"937794390","510134419","80359262"
0,"937794398","1240926165","80359264"
0,"30575368","1332252055","80359576"
0,"937796438","30575368","80359577"
0,"30575368","3723485833","80359578"
0,"623902909","287561232","80360720"
0,"937805402","30438388","80360721"
0,"30438713","30438543","80360723"
0,"263698482","263698489","80360725"
0,"469992014","1395083888","80362435"
0,"937816842","2973004339","80362436"
0,"2973004339","1246745166","80362439"
0,"469992014","937816838","80362441"
1,"937816838","274103557","80362441"
0,"469992014","1395083889","80362444"
0,"937843928","249350295","80364024"
0,"937843939","937843933","80364026"
0,"937843937","937843926","80364027"
0,"264520475","1122581610","80364028"
1,"1122581610","264520480","80364028"
0,"937843933","4460564776","80364033"
0,"1616939617","250167890","80364034"
1,"250167890","1619562976","80364034"
2,"1619562976","250167886","80364034"
0,"937843926","265041515","80364036"
1,"265041515","3844358013","80364036"
2,"3844358013","3844358006","80364036"
3,"3844358006","249350179","80364036"
0,"937851583","937851660","80365751"
1,"937851660","937851622","80365751"
0,"937851626","937851660","80365752"
0,"41145883","290374783","80367862"
0,"263336775","2670822700","80368875"
1,"2670822700","937875753","80368875"
2,"937875753","2288321409","80368875"
3,"2288321409","2017896147","80368875"
4,"2017896147","937875766","80368875"
5,"937875766","937875763","80368875"
6,"937875763","263336781","80368875"
0,"937875763","937875738","80368876"
0,"264524090","938867540","80468743"
0,"266990806","938867543","80468745"
0,"264537278","264537286","80468750"
1,"264537286","1315000552","80468750"
2,"1315000552","264537367","80468750"
0,"264537274","264537399","80468752"
0,"264537273","59749798","80468759"
0,"213564655","938867543","80468764"
1,"938867543","32127193","80468764"
2,"32127193","264524090","80468764"
0,"223553069","939960325","80468766"
0,"59749794","59749795","80468773"
0,"939246884","264537278","80468777"
1,"264537278","960149045","80468777"
2,"960149045","5041496420","80468777"
0,"43390559","264540549","80468783"
1,"264540549","252400941","80468783"
0,"939246879","939246884","80468784"
0,"264524090","2968096481","80468786"
0,"249502587","249504498","80474852"
1,"249504498","249502445","80474852"
2,"249502445","249504871","80474852"
0,"938876227","249350078","80475204"
1,"249350078","249350290","80475204"
0,"245443192","939254253","80512621"
0,"939268374","939268375","80513181"
0,"939268362","265560694","80513182"
0,"939287157","223449118","80516122"
0,"297326041","1068492435","80574244"
1,"1068492435","1616950120","80574244"
0,"264045704","939968284","80574355"
0,"263326050","59749785","80664351"
0,"940808245","243066379","80664352"
1,"243066379","940808243","80664352"
0,"243066414","267115399","80665501"
1,"267115399","243066412","80665501"
0,"243066351","267114307","80665504"
0,"243066412","267114298","80665506"
0,"5266186779","243066413","80665806"
1,"243066413","243066410","80665806"
0,"1068492364","265560300","80667153"
0,"941367827","708005054","80716027"
0,"941367827","708005045","80716028"
0,"419331664","264098983","80716109"
0,"264100158","941372946","80716652"
1,"941372946","1075626620","80716652"
0,"1075626620","941372937","80716653"
1,"941372937","935586022","80716653"
2,"935586022","264098978","80716653"
0,"1075626620","264099773","80716754"
0,"941372948","265560283","80717130"
0,"1788563731","30438758","80728205"
0,"268479842","158676833","80728212"
0,"941483341","1381399724","80728469"
0,"265024875","941483341","80728470"
0,"310078965","156263660","80728651"
0,"1858874856","1974317617","80730273"
1,"1974317617","263791204","80730273"
0,"310078965","310078968","80730284"
0,"297503189","941539672","80733755"
0,"297503189","249082630","80733756"
0,"30389505","249426555","80784907"
0,"249426555","30438767","80784908"
0,"942069497","1268313956","80786772"
0,"942345061","942072500","80787421"
0,"30389470","30389433","80789032"
0,"30389470","5621542544","80789033"
0,"263691794","429300040","80813640"
1,"429300040","30438732","80813640"
0,"3723965153","263691793","80813641"
0,"263698431","263698462","80851404"
0,"263698462","263698432","80851405"
0,"263698462","942626979","80851407"
0,"263698417","942629440","80852473"
0,"263698497","942629440","80852476"
0,"263698417","263698430","80852477"
0,"263698419","263698420","80852480"
1,"263698420","263698421","80852480"
2,"263698421","263698423","80852480"
3,"263698423","263698424","80852480"
4,"263698424","263698426","80852480"
0,"263699244","919736305","80852535"
0,"942629428","942629435","80852536"
0,"942629428","30438740","80852538"
0,"263699244","942629434","80852539"
0,"30438377","942629434","80852540"
1,"942629434","942629428","80852540"
0,"944489595","944422041","81016740"
1,"944422041","944421993","81016740"
0,"622131360","944505676","81022437"
1,"944505676","1486427134","81022437"
2,"1486427134","959178977","81022437"
3,"959178977","959178974","81022437"
4,"959178974","944466148","81022437"
0,"944510176","944510179","81023318"
1,"944510179","944510175","81023318"
0,"264538152","264538158","81071333"
0,"444600513","616518608","81071334"
1,"616518608","387126605","81071334"
2,"387126605","616518611","81071334"
3,"616518611","616518607","81071334"
4,"616518607","616518658","81071334"
5,"616518658","387126501","81071334"
0,"944978308","387126618","81071336"
0,"944984507","263268495","81073584"
0,"944984510","297333618","81073588"
0,"265560279","5272774172","81353363"
0,"951616293","264537376","81652289"
1,"264537376","1315000586","81652289"
2,"1315000586","1619562950","81652289"
3,"1619562950","1315000596","81652289"
4,"1315000596","4185251604","81652289"
0,"951656469","951656403","81661286"
0,"956217069","1246618586","82113292"
0,"632249745","956217069","82113293"
1,"956217069","158676841","82113293"
0,"41430285","1490641453","82116898"
1,"1490641453","942345061","82116898"
2,"942345061","41430267","82116898"
3,"41430267","1496845027","82116898"
0,"30575431","1395083840","82116901"
0,"937816848","2667403413","82116903"
1,"2667403413","2667402160","82116903"
2,"2667402160","937816850","82116903"
3,"937816850","1395083886","82116903"
4,"1395083886","2972986966","82116903"
0,"956233105","297514054","82116906"
0,"41430285","5313813735","82116907"
1,"5313813735","297507622","82116907"
0,"874251927","874250289","82118623"
0,"956262917","534595545","82118627"
0,"1523089385","956262918","82118629"
1,"956262918","1386854344","82118629"
0,"874250932","874252229","82118631"
0,"529119885","529119879","82118632"
0,"874252533","5801949451","82118634"
1,"5801949451","5801949954","82118634"
2,"5801949954","956262912","82118634"
0,"874252229","874252495","82118635"
1,"874252495","3059637519","82118635"
0,"701811982","956262917","82118638"
1,"956262917","529119887","82118638"
2,"529119887","6195097857","82118638"
0,"529119890","874250443","82118640"
0,"956262918","956262920","82118641"
0,"874252406","956262920","82118643"
1,"956262920","5032306515","82118643"
2,"5032306515","5032322525","82118643"
3,"5032322525","956262922","82118643"
0,"956262944","1526524812","82118644"
0,"956264055","956264057","82119205"
1,"956264057","1521225137","82119205"
0,"956360634","956360618","82125372"
0,"956360618","1523088092","82125373"
0,"956387441","1523084522","82131170"
1,"1523084522","1523084654","82131170"
2,"1523084654","1523084713","82131170"
0,"956387441","956426790","82131171"
1,"956426790","5810644646","82131171"
2,"5810644646","956427095","82131171"
3,"956427095","956426867","82131171"
4,"956426867","5810644647","82131171"
5,"5810644647","956426985","82131171"
6,"956426985","956430473","82131171"
7,"956430473","956430468","82131171"
8,"956430468","956430467","82131171"
9,"956430467","956430470","82131171"
10,"956430470","956387478","82131171"
0,"956387377","1560708998","82131173"
1,"1560708998","1560709035","82131173"
2,"1560709035","956387387","82131173"
3,"956387387","956387409","82131173"
0,"1121909765","956387373","82131174"
1,"956387373","956387391","82131174"
2,"956387391","956387378","82131174"
3,"956387378","956387462","82131174"
4,"956387462","1875840686","82131174"
5,"1875840686","1121909843","82131174"
0,"956387417","956387478","82131175"
0,"956387391","956426916","82131176"
1,"956426916","956387433","82131176"
0,"3779316227","956387343","82131178"
1,"956387343","2051214082","82131178"
2,"2051214082","956387499","82131178"
3,"956387499","956387481","82131178"
4,"956387481","956387351","82131178"
5,"956387351","956387358","82131178"
6,"956387358","956387406","82131178"
7,"956387406","956387417","82131178"
8,"956387417","3779316227","82131178"
0,"956387468","1523084896","82131179"
1,"1523084896","956387441","82131179"
0,"956387437","956387377","82131180"
1,"956387377","956387390","82131180"
2,"956387390","956387468","82131180"
3,"956387468","956387449","82131180"
4,"956387449","956387495","82131180"
5,"956387495","956387433","82131180"
6,"956387433","956387439","82131180"
7,"956387439","956387475","82131180"
8,"956387475","956387334","82131180"
9,"956387334","1560708582","82131180"
10,"1560708582","956387437","82131180"
0,"956387478","956387343","82131183"
0,"956427237","956426999","82135952"
1,"956426999","956427001","82135952"
2,"956427001","956427260","82135952"
3,"956427260","956426890","82135952"
4,"956426890","2051213759","82135952"
5,"2051213759","956426813","82135952"
6,"956426813","956427204","82135952"
7,"956427204","956426936","82135952"
8,"956426936","956427237","82135952"
0,"956427165","3059642559","82135953"
0,"956427129","956427092","82135954"
1,"956427092","3059642568","82135954"
2,"3059642568","1560708517","82135954"
3,"1560708517","956427134","82135954"
4,"956427134","956427018","82135954"
5,"956427018","2051214279","82135954"
6,"2051214279","956426789","82135954"
7,"956426789","956427129","82135954"
0,"956426879","956427160","82135958"
1,"956427160","956427092","82135958"
0,"956426765","3059642559","82135959"
1,"3059642559","956426871","82135959"
2,"956426871","3059642555","82135959"
3,"3059642555","956426933","82135959"
4,"956426933","956427288","82135959"
5,"956427288","956430478","82135959"
6,"956430478","956426801","82135959"
7,"956426801","956427218","82135959"
8,"956427218","956426765","82135959"
0,"956426764","956426957","82135962"
1,"956426957","5810644648","82135962"
2,"5810644648","956426867","82135962"
0,"956427059","3059642566","82135963"
1,"3059642566","3059642563","82135963"
2,"3059642563","956426931","82135963"
3,"956426931","956427165","82135963"
4,"956427165","956427078","82135963"
5,"956427078","956426764","82135963"
6,"956426764","956427213","82135963"
7,"956427213","956426900","82135963"
8,"956426900","956427059","82135963"
0,"956426876","2051214184","82135967"
1,"2051214184","2051214181","82135967"
2,"2051214181","2051214179","82135967"
3,"2051214179","956427198","82135967"
4,"956427198","2051214171","82135967"
5,"2051214171","956427168","82135967"
6,"956427168","2051214178","82135967"
7,"2051214178","956427233","82135967"
8,"956427233","956426876","82135967"
0,"956426933","960930763","82135968"
1,"960930763","956427066","82135968"
0,"956427095","5810644649","82135969"
1,"5810644649","956427030","82135969"
2,"956427030","2051214243","82135969"
3,"2051214243","956427213","82135969"
0,"956426796","956427217","82135974"
1,"956427217","956442275","82135974"
2,"956442275","2051214121","82135974"
3,"2051214121","956427272","82135974"
4,"956427272","2051214105","82135974"
5,"2051214105","2051214108","82135974"
6,"2051214108","2051214111","82135974"
7,"2051214111","956426772","82135974"
8,"956426772","956426796","82135974"
0,"956427201","2051214148","82135976"
1,"2051214148","4561581881","82135976"
2,"4561581881","4561581880","82135976"
0,"956427282","2051213516","82135977"
1,"2051213516","4585568067","82135977"
2,"4585568067","4585568068","82135977"
0,"956427157","956427190","82135978"
1,"956427190","956387475","82135978"
0,"956427246","2051214157","82135982"
1,"2051214157","5387796664","82135982"
2,"5387796664","956430472","82135982"
3,"956430472","956427121","82135982"
0,"956426789","956426785","82135983"
1,"956426785","956426958","82135983"
0,"956426909","956426778","82135984"
1,"956426778","956427276","82135984"
2,"956427276","956426879","82135984"
3,"956426879","956426958","82135984"
4,"956426958","1523085558","82135984"
5,"1523085558","956387409","82135984"
6,"956387409","956427156","82135984"
7,"956427156","956426909","82135984"
0,"956427112","2051213497","82135986"
1,"2051213497","956427280","82135986"
2,"956427280","2051213494","82135986"
3,"2051213494","956427239","82135986"
4,"956427239","956426948","82135986"
5,"956426948","3779314313","82135986"
6,"3779314313","956427057","82135986"
7,"956427057","956427112","82135986"
0,"956426892","4585568063","82135987"
1,"4585568063","956426841","82135987"
2,"956426841","956426952","82135987"
3,"956426952","956427240","82135987"
4,"956427240","2189575129","82135987"
5,"2189575129","956427263","82135987"
6,"956427263","956427230","82135987"
7,"956427230","956427282","82135987"
8,"956427282","956426892","82135987"
0,"956426900","956427018","82135991"
0,"956427257","956427081","82135992"
1,"956427081","956427157","82135992"
2,"956427157","956427125","82135992"
3,"956427125","956427236","82135992"
4,"956427236","956427257","82135992"
0,"956427016","956427110","82135995"
1,"956427110","956427174","82135995"
2,"956427174","956427238","82135995"
3,"956427238","4585568068","82135995"
4,"4585568068","956427161","82135995"
5,"956427161","956426913","82135995"
6,"956426913","956426861","82135995"
7,"956426861","956427016","82135995"
0,"956387439","956427130","82135997"
1,"956427130","956427125","82135997"
0,"956427218","956427078","82135998"
0,"956427134","1560708514","82136004"
1,"1560708514","3059642566","82136004"
0,"956427163","956427019","82136005"
1,"956427019","2051213981","82136005"
2,"2051213981","2051213979","82136005"
3,"2051213979","956427193","82136005"
4,"956427193","2051213972","82136005"
5,"2051213972","2051213978","82136005"
6,"2051213978","956427149","82136005"
7,"956427149","956427163","82136005"
0,"956426815","956426912","82136007"
1,"956426912","956427188","82136007"
2,"956427188","956427247","82136007"
3,"956427247","956426971","82136007"
4,"956426971","956426883","82136007"
5,"956426883","956427143","82136007"
6,"956427143","956426940","82136007"
7,"956426940","956427175","82136007"
8,"956427175","956426815","82136007"
0,"956426790","3779319502","82136011"
0,"956426916","956427130","82136013"
0,"956427238","2051214027","82136019"
1,"2051214027","4585568063","82136019"
0,"956427285","956427179","82136020"
1,"956427179","956426794","82136020"
2,"956426794","956427215","82136020"
3,"956427215","956427011","82136020"
4,"956427011","956427099","82136020"
5,"956427099","956427181","82136020"
6,"956427181","956427285","82136020"
0,"956427199","5387789076","82136022"
1,"5387789076","5387789064","82136022"
2,"5387789064","5387796665","82136022"
3,"5387796665","2051214165","82136022"
4,"2051214165","956426935","82136022"
0,"956427100","956427066","82136023"
1,"956427066","956427199","82136023"
2,"956427199","956427121","82136023"
3,"956427121","956427289","82136023"
4,"956427289","956427243","82136023"
5,"956427243","956426962","82136023"
6,"956426962","956427100","82136023"
0,"956426962","956427288","82136026"
0,"956426835","956426935","82136029"
1,"956426935","4585568064","82136029"
2,"4585568064","956426880","82136029"
3,"956426880","956427201","82136029"
4,"956427201","2051214135","82136029"
5,"2051214135","956427127","82136029"
6,"956427127","2051214150","82136029"
7,"2051214150","956427246","82136029"
8,"956427246","956426835","82136029"
0,"956426861","2051214033","82136032"
1,"2051214033","2051214125","82136032"
2,"2051214125","2051214135","82136032"
0,"956430473","956430466","82137543"
0,"956430475","2051214146","82137544"
1,"2051214146","2051214150","82137544"
0,"956430467","956430469","82137545"
0,"956430468","956430466","82137546"
1,"956430466","956430471","82137546"
0,"956430471","956426801","82137548"
0,"956430478","956430471","82137549"
0,"956427289","956430469","82137550"
0,"956430469","956427243","82137551"
0,"956430470","956430472","82137552"
0,"956463835","5032322521","82140830"
1,"5032322521","956463904","82140830"
0,"701811989","956463912","82140831"
0,"956463900","956463847","82140833"
0,"956463914","956463898","82140835"
0,"956463819","956463894","82140836"
1,"956463894","2051214866","82140836"
2,"2051214866","956463839","82140836"
3,"956463839","956463798","82140836"
4,"956463798","2051214863","82140836"
5,"2051214863","956463903","82140836"
6,"956463903","956463819","82140836"
0,"956463848","956463894","82140838"
0,"956463897","956463895","82140840"
0,"956463881","956463887","82140843"
0,"3779307938","956463926","82140844"
1,"956463926","956463896","82140844"
2,"956463896","956463879","82140844"
3,"956463879","1523087572","82140844"
4,"1523087572","956463887","82140844"
5,"956463887","956463914","82140844"
6,"956463914","3779307938","82140844"
0,"956463926","1523087756","82140846"
0,"956463903","956463804","82140848"
0,"956463889","4833587889","82140849"
1,"4833587889","956463835","82140849"
2,"956463835","956463874","82140849"
3,"956463874","956463921","82140849"
4,"956463921","956463912","82140849"
5,"956463912","4833587881","82140849"
6,"4833587881","956463889","82140849"
0,"956463900","1523087382","82140851"
1,"1523087382","956463855","82140851"
2,"956463855","956463930","82140851"
3,"956463930","1523314711","82140851"
4,"1523314711","1523314791","82140851"
5,"1523314791","956463900","82140851"
0,"4956552930","956463879","82140853"
0,"956463825","956463858","82140855"
1,"956463858","2051214974","82140855"
2,"2051214974","956463848","82140855"
3,"956463848","956463804","82140855"
4,"956463804","956463872","82140855"
5,"956463872","956463897","82140855"
6,"956463897","956463825","82140855"
0,"956463847","956463881","82140857"
0,"956463855","2194533266","82140859"
1,"2194533266","956463918","82140859"
0,"956427215","956487669","82142223"
1,"956487669","1523086144","82142223"
2,"1523086144","956487664","82142223"
3,"956487664","1560709740","82142223"
4,"1560709740","1523085816","82142223"
5,"1523085816","956426909","82142223"
0,"956487675","956487707","82142224"
1,"956487707","2051214662","82142224"
2,"2051214662","956487697","82142224"
3,"956487697","956487728","82142224"
4,"956487728","1875844668","82142224"
5,"1875844668","2051214602","82142224"
6,"2051214602","956487713","82142224"
7,"956487713","956487675","82142224"
0,"956487695","956487747","82142225"
1,"956487747","956387415","82142225"
0,"956387357","956487770","82142226"
0,"956487749","956487728","82142227"
0,"956427156","956487680","82142228"
1,"956487680","1523086094","82142228"
2,"1523086094","956487709","82142228"
3,"956487709","1560710004","82142228"
4,"1560710004","1560710022","82142228"
5,"1560710022","956427011","82142228"
0,"6200733616","956487672","82142229"
1,"956487672","956487711","82142229"
2,"956487711","956487753","82142229"
3,"956487753","956487695","82142229"
4,"956487695","956487770","82142229"
5,"956487770","956487768","82142229"
6,"956487768","1875844662","82142229"
7,"1875844662","956487749","82142229"
8,"956487749","6200733616","82142229"
0,"956487697","956487672","82142230"
0,"956487713","956487733","82142231"
0,"956463839","1118801701","82142232"
0,"623550711","3735134154","82163177"
0,"249088082","1323634024","82307187"
0,"264545077","264545027","82332065"
0,"959178661","959178664","82375982"
0,"622131360","621486252","82376901"
0,"440008918","1962572181","82402128"
1,"1962572181","4629227451","82402128"
0,"288045813","1392519666","82402276"
1,"1392519666","440008925","82402276"
0,"440008930","288045834","82402277"
0,"959298250","265560722","82404029"
0,"959297376","265560711","82404031"
0,"249350078","249350241","82406234"
1,"249350241","249350059","82406234"
0,"959325163","922487268","82406679"
1,"922487268","249350296","82406679"
0,"471784546","933480040","82412374"
0,"257886803","249078277","82487986"
0,"265043694","265043752","82488265"
1,"265043752","265043689","82488265"
0,"960133495","260548856","82489617"
0,"960133495","249077706","82489803"
0,"274103537","263695624","82489988"
0,"274103537","274103548","82489989"
1,"274103548","248951005","82489989"
2,"248951005","1332252258","82489989"
3,"1332252258","274103554","82489989"
0,"259474527","263695624","82490028"
1,"263695624","263695675","82490028"
2,"263695675","919729666","82490028"
3,"919729666","259474530","82490028"
0,"263695640","4663069112","82490044"
1,"4663069112","263695639","82490044"
0,"939246879","288595522","82490403"
0,"288595499","939246879","82490404"
0,"288595499","264528883","82490406"
0,"939246884","288595523","82490407"
0,"264537274","264537273","82490479"
0,"960149045","264537289","82490480"
0,"59749798","2968096479","82490631"
0,"59747940","264101671","82490634"
1,"264101671","938867540","82490634"
2,"938867540","59747939","82490634"
0,"59749798","59749797","82490635"
0,"420528889","2504505316","82495539"
0,"316059898","249350173","82496717"
0,"960187412","960187405","82496857"
0,"960189908","960189890","82497030"
1,"960189890","960189906","82497030"
2,"960189906","960189899","82497030"
3,"960189899","960189913","82497030"
4,"960189913","960189914","82497030"
5,"960189914","6267669462","82497030"
0,"960189904","1270508839","82497031"
1,"1270508839","1609661245","82497031"
0,"960189900","960189906","82497032"
0,"960189897","960189909","82497033"
0,"960189896","960189908","82497034"
0,"960189899","960189888","82497035"
0,"960189911","1270508683","82497036"
0,"960189907","960189889","82497037"
0,"960189891","960189901","82497038"
0,"297333612","800418358","82499371"
1,"800418358","263268496","82499371"
2,"263268496","263270362","82499371"
0,"935576593","935576629","82501726"
0,"1843584035","1843584006","82502504"
0,"960930754","960930763","82573037"
0,"960930760","960930742","82573038"
0,"960930771","1560708470","82573039"
1,"1560708470","960930758","82573039"
2,"960930758","960930742","82573039"
3,"960930742","956426931","82573039"
0,"960930766","956427199","82573040"
0,"960930758","960930747","82573041"
1,"960930747","1560708477","82573041"
2,"1560708477","1560708503","82573041"
0,"960930749","960930767","82573043"
1,"960930767","960930762","82573043"
0,"960930752","960930766","82573044"
0,"960930762","3059642555","82573045"
0,"960930744","960930767","82573046"
0,"263791242","263791233","82878127"
0,"263791159","4596242054","82878128"
1,"4596242054","158676840","82878128"
2,"158676840","1246618586","82878128"
0,"263791204","263791201","82878129"
1,"263791201","263791159","82878129"
0,"263791242","263791201","82878130"
0,"263781861","1858874856","82878298"
0,"249426579","248808662","82878299"
0,"263781861","263815364","82878300"
0,"249426556","156263676","82878376"
0,"265024868","942046344","82878455"
0,"265024868","265024873","82878457"
1,"265024873","302894522","82878457"
0,"297521595","421412407","82878551"
1,"421412407","249246394","82878551"
2,"249246394","249246389","82878551"
0,"3874380537","30575340","82878725"
0,"440008924","440008921","82896825"
1,"440008921","440008918","82896825"
2,"440008918","213598354","82896825"
0,"268631676","925338340","82896921"
0,"934030426","942076365","82897203"
1,"942076365","934030420","82897203"
2,"934030420","223471772","82897203"
0,"930272937","4108110896","82897599"
0,"264537243","59754256","82898302"
1,"59754256","4192514737","82898302"
0,"32127193","264524056","82898436"
0,"309672170","964908780","82905234"
1,"964908780","964908754","82905234"
0,"444870620","964910567","82905253"
1,"964910567","964910572","82905253"
2,"964910572","964910570","82905253"
3,"964910570","964910561","82905253"
0,"264284731","964910561","82905254"
0,"964926659","964926667","82909376"
0,"259476133","30438461","82910191"
0,"259476134","259476133","82910194"
0,"265041477","265041475","83009689"
0,"614631958","965812999","83010089"
1,"965812999","6369091208","83010089"
0,"965812999","529438046","83010168"
0,"471791901","2533625125","83010286"
1,"2533625125","471791927","83010286"
2,"471791927","445852914","83010286"
3,"445852914","1129777323","83010286"
4,"1129777323","919407407","83010286"
5,"919407407","256128778","83010286"
0,"471791901","965814462","83010289"
0,"965815308","471333712","83010305"
0,"249316285","30438561","83010408"
1,"30438561","291718185","83010408"
2,"291718185","30438369","83010408"
3,"30438369","922790550","83010408"
4,"922790550","1619563083","83010408"
0,"30438397","263700463","83010511"
1,"263700463","30438389","83010511"
2,"30438389","249785398","83010511"
0,"267724145","296395834","83010512"
0,"965819364","263699273","83011371"
0,"296954718","1395008253","83012585"
1,"1395008253","2354654530","83012585"
0,"296961286","296961241","83012586"
0,"1326393732","4485262767","83012587"
1,"4485262767","296961227","83012587"
0,"436617068","296954716","83012712"
1,"296954716","296954718","83012712"
0,"436617060","436617132","83012713"
1,"436617132","436617068","83012713"
2,"436617068","965823917","83012713"
0,"1328388473","965827162","83012880"
0,"296961249","436617331","83012884"
1,"436617331","436617644","83012884"
0,"263781891","249426559","83017423"
0,"420703368","641359091","83265858"
1,"641359091","1384903669","83265858"
2,"1384903669","641358948","83265858"
3,"641358948","641358941","83265858"
4,"641358941","1384903850","83265858"
5,"1384903850","1384903892","83265858"
6,"1384903892","420723054","83265858"
7,"420723054","641358890","83265858"
8,"641358890","1328388303","83265858"
9,"1328388303","641358906","83265858"
0,"1499515078","1517372818","83891300"
1,"1517372818","2940474061","83891300"
2,"2940474061","1517372819","83891300"
3,"1517372819","976480950","83891300"
4,"976480950","1499515120","83891300"
5,"1499515120","2940494903","83891300"
6,"2940494903","1518818755","83891300"
7,"1518818755","976480969","83891300"
8,"976480969","1499515193","83891300"
9,"1499515193","976480974","83891300"
10,"976480974","976480975","83891300"
11,"976480975","1518085622","83891300"
0,"935991476","4865256995","84536374"
1,"4865256995","223471772","84536374"
0,"263691793","1246618391","84573318"
1,"1246618391","1132162716","84573318"
2,"1132162716","263361477","84573318"
3,"263361477","510126595","84573318"
0,"919637964","919637969","84573324"
0,"263361374","1246618391","84573326"
1,"1246618391","982616714","84573326"
0,"263691786","263691787","84573815"
1,"263691787","263691788","84573815"
2,"263691788","982624706","84573815"
0,"436612295","436610563","84579864"
0,"982679676","982679639","84579865"
0,"982679652","436608983","84579867"
1,"436608983","436608302","84579867"
0,"268887004","3818025813","84579868"
1,"3818025813","1326393698","84579868"
0,"369648452","2679398517","84579869"
0,"982679676","428504502","84579870"
0,"982679652","982679570","84579871"
0,"274103531","469993760","84621686"
1,"469993760","274103556","84621686"
2,"274103556","274103557","84621686"
0,"274103556","469991896","84621687"
1,"469991896","274103564","84621687"
0,"248951004","248951003","84621688"
0,"983090743","274103528","84622206"
0,"287564771","2605946384","84622207"
0,"248951015","59475407","84622248"
0,"59747939","1122581751","84635214"
0,"265040836","1618969697","84657654"
1,"1618969697","292572689","84657654"
0,"625896287","243465953","84657656"
0,"984073230","2985755702","84728298"
0,"267825171","984653592","84799328"
0,"267825171","267825178","84799330"
0,"627831335","627831336","85418845"
1,"627831336","641359066","85418845"
2,"641359066","641359012","85418845"
3,"641359012","641359003","85418845"
4,"641359003","641359037","85418845"
5,"641359037","425989712","85418845"
0,"641359100","2390079239","85418847"
0,"427778023","614602205","85418848"
0,"614602206","614602202","85418849"
1,"614602202","614602203","85418849"
2,"614602203","427778442","85418849"
0,"421412416","4523501482","85418850"
0,"937851565","937851603","85702459"
1,"937851603","937851609","85702459"
0,"994643506","937851565","85702460"
0,"956188542","256128778","85771478"
0,"956188543","1619563508","85771482"
0,"256128778","626874389","85771485"
1,"626874389","445852289","85771485"
2,"445852289","933299393","85771485"
3,"933299393","995592383","85771485"
0,"995592384","34756893","85773341"
0,"933317779","252820992","85773342"
0,"933317794","995592397","85773343"
0,"933317800","995592395","85773344"
0,"995592381","995592384","85773345"
0,"290381176","626874356","85773346"
1,"626874356","626874322","85773346"
2,"626874322","941293395","85773346"
0,"995592395","933317822","85773347"
0,"248956777","1317225381","85773348"
1,"1317225381","264106178","85773348"
0,"933317818","995592399","85773350"
0,"995592383","248951080","85773351"
0,"995592399","933317842","85773352"
0,"995592381","995592397","85773353"
0,"995592380","995592381","85773354"
0,"995592395","995592381","85773356"
0,"995592399","995592395","85773357"
0,"995592397","933317779","85773358"
0,"995592397","995592399","85773359"
0,"933317822","995592380","85773404"
1,"995592380","34756889","85773404"
0,"933317779","933317818","85773405"
1,"933317818","995592400","85773405"
0,"933317800","249788225","85773406"
1,"249788225","249788226","85773406"
0,"1001486119","297333649","86277806"
1,"297333649","297340094","86277806"
2,"297340094","256621266","86277806"
0,"939099173","4147880902","86277807"
1,"4147880902","2554593015","86277807"
0,"265033013","959302716","86277931"
0,"265032978","265033008","86277932"
1,"265033008","1124685325","86277932"
0,"30438763","614600271","86463018"
0,"41430295","5260237123","86463019"
1,"5260237123","5258533889","86463019"
2,"5258533889","5259861103","86463019"
3,"5259861103","3461464896","86463019"
4,"3461464896","3461464690","86463019"
5,"3461464690","960119515","86463019"
0,"30438542","919654867","86463020"
0,"939079559","259476739","86463021"
0,"939079558","259476729","86463022"
0,"941384070","937843937","86463230"
0,"4215459699","2486159931","86942562"
1,"2486159931","4215459714","86942562"
2,"4215459714","2486159947","86942562"
3,"2486159947","356418564","86942562"
0,"287627911","287952227","87009764"
0,"530185924","1014819649","87278760"
1,"1014819649","1014819703","87278760"
0,"1014819673","1014819736","87278761"
0,"523795180","523795187","87280539"
1,"523795187","2029619909","87280539"
2,"2029619909","1014835724","87280539"
3,"1014835724","523795192","87280539"
4,"523795192","1014819638","87280539"
5,"1014819638","1014819703","87280539"
6,"1014819703","4203333794","87280539"
7,"4203333794","523791210","87280539"
8,"523791210","1014839338","87280539"
9,"1014839338","523791199","87280539"
10,"523791199","446903108","87280539"
0,"530185921","1118883975","87280540"
1,"1118883975","1118614921","87280540"
2,"1118614921","523795192","87280540"
0,"446903127","2357374147","87280541"
0,"523795178","523795180","87280542"
0,"1014835724","1118614921","87280543"
1,"1118614921","1014835722","87280543"
2,"1014835722","530185922","87280543"
0,"1014835722","1118883975","87280544"
1,"1118883975","1014835727","87280544"
2,"1014835727","1014835768","87280544"
0,"1014835741","1014835722","87280547"
0,"446903122","446903127","87280548"
0,"530185921","1014835727","87280549"
0,"530185959","4203333800","87280964"
1,"4203333800","1014819652","87280964"
